cluster	query_uniq1	query_ORF1
all_queries	YOX1_sn1492	YML027W
cell cycle	YOX1_sn1492	YML027W
cell cycle_GO_30_3	YOX1_sn1492	YML027W
chromosome	YOX1_sn1492	YML027W
chromosome_GO_30_2	YOX1_sn1492	YML027W
mitotic cell cycle	YOX1_sn1492	YML027W
mitotic cell cycle_GO_30_2	YOX1_sn1492	YML027W
transcription	YOX1_sn1492	YML027W
transcription and mRNA processing	YOX1_sn1492	YML027W
transcription and mRNA processing_GO_30_4	YOX1_sn1492	YML027W
transcription factor activity, protein binding	YOX1_sn1492	YML027W
transcription factor activity, protein binding_GO_30_1	YOX1_sn1492	YML027W
transcription_GO_30_4	YOX1_sn1492	YML027W
all_queries	YPC1_sn2800	YBR183W
all_queries_30_19	YPC1_sn2800	YBR183W
cell cortex	YPC1_sn2800	YBR183W
cell cortex_GO_30_4	YPC1_sn2800	YBR183W
endomembrane system	YPC1_sn2800	YBR183W
endomembrane system_GO_30_16	YPC1_sn2800	YBR183W
endoplasmic reticulum	YPC1_sn2800	YBR183W
endoplasmic reticulum_GO_30_4	YPC1_sn2800	YBR183W
ER	YPC1_sn2800	YBR183W
ER_GO_30_4	YPC1_sn2800	YBR183W
Golgi and ER	YPC1_sn2800	YBR183W
Golgi and ER_GO_30_16	YPC1_sn2800	YBR183W
lipid metabolic process	YPC1_sn2800	YBR183W
lipid metabolic process_GO_30_3	YPC1_sn2800	YBR183W
lipids	YPC1_sn2800	YBR183W
lipids_GO_30_5	YPC1_sn2800	YBR183W
metabolic	YPC1_sn2800	YBR183W
metabolic_GO_30_19	YPC1_sn2800	YBR183W
all_queries	YPF1_sn3271	YKL100C
endomembrane system	YPF1_sn3271	YKL100C
endomembrane system_GO_30_6	YPF1_sn3271	YKL100C
endoplasmic reticulum	YPF1_sn3271	YKL100C
endoplasmic reticulum_GO_30_8	YPF1_sn3271	YKL100C
ER	YPF1_sn3271	YKL100C
ER_GO_30_8	YPF1_sn3271	YKL100C
Golgi and ER	YPF1_sn3271	YKL100C
Golgi and ER_GO_30_19	YPF1_sn3271	YKL100C
proteolysis involved in cellular protein catabolic process	YPF1_sn3271	YKL100C
proteolysis involved in cellular protein catabolic process_GO_30_1	YPF1_sn3271	YKL100C
response to starvation	YPF1_sn3271	YKL100C
all_queries	YPI1_damp457	YFR003C
all_queries_30_5	YPI1_damp457	YFR003C
budding	YPI1_damp457	YFR003C
budding_GO_30_12	YPI1_damp457	YFR003C
carbohydrate metabolic process	YPI1_damp457	YFR003C
carbohydrate metabolic process_GO_30_4	YPI1_damp457	YFR003C
cell cycle	YPI1_damp457	YFR003C
cell cycle_GO_30_18	YPI1_damp457	YFR003C
cellular ion homeostasis	YPI1_damp457	YFR003C
cellular ion homeostasis_GO_30_4	YPI1_damp457	YFR003C
chromatin	YPI1_damp457	YFR003C
chromatin_GO_30_2	YPI1_damp457	YFR003C
chromosome segregation	YPI1_damp457	YFR003C
chromosome segregation_GO_30_5	YPI1_damp457	YFR003C
cytoskeleton and microtubules	YPI1_damp457	YFR003C
cytoskeleton and microtubules_GO_30_2	YPI1_damp457	YFR003C
generation of precursor metabolites and energy	YPI1_damp457	YFR003C
generation of precursor metabolites and energy_GO_30_2	YPI1_damp457	YFR003C
metabolic	YPI1_damp457	YFR003C
metabolic_GO_30_5	YPI1_damp457	YFR003C
mitotic cell cycle	YPI1_damp457	YFR003C
mitotic cell cycle_GO_30_3	YPI1_damp457	YFR003C
organelle fission	YPI1_damp457	YFR003C
organelle fission_GO_30_3	YPI1_damp457	YFR003C
regulation of cell cycle	YPI1_damp457	YFR003C
regulation of cell cycle_GO_30_1	YPI1_damp457	YFR003C
regulation of organelle organization	YPI1_damp457	YFR003C
regulation of organelle organization_GO_30_4	YPI1_damp457	YFR003C
regulation of protein modification process	YPI1_damp457	YFR003C
regulation of protein modification process_GO_30_1	YPI1_damp457	YFR003C
all_queries	YPK2_dma3707	YMR104C
peptidyl-amino acid modification	YPK2_dma3707	YMR104C
peptidyl-amino acid modification_GO_30_2	YPK2_dma3707	YMR104C
all_queries	YPK3_dma194	YBR028C
peptidyl-amino acid modification	YPK3_dma194	YBR028C
peptidyl-amino acid modification_GO_30_1	YPK3_dma194	YBR028C
all_queries	YPK9_dma4689	YOR291W
vacuole	YPK9_dma4689	YOR291W
vacuole_GO_30_4	YPK9_dma4689	YOR291W
vacuoles	YPK9_dma4689	YOR291W
vacuoles_GO_30_11	YPK9_dma4689	YOR291W
all_queries	YPL014W_sn3651	YPL014W
cell cycle	YPL014W_sn3651	YPL014W
cell cycle_GO_30_16	YPL014W_sn3651	YPL014W
mitotic cell cycle	YPL014W_sn3651	YPL014W
mitotic cell cycle_GO_30_7	YPL014W_sn3651	YPL014W
regulation of cell cycle	YPL014W_sn3651	YPL014W
regulation of cell cycle_GO_30_1	YPL014W_sn3651	YPL014W
regulation of protein modification process	YPL014W_sn3651	YPL014W
all_queries	YPL067C_dma4819	YPL067C
all_queries	YPL068C_dma4818	YPL068C
all_queries	YPL068C_sn3744	YPL068C
all_queries	YPL071C_dma4815	YPL071C
all_queries	YPL077C_sn636	YPL077C
all_queries	YPL107W_dma4838	YPL107W
mitochondria and respiration	YPL107W_dma4838	YPL107W
mitochondria and respiration_GO_30_27	YPL107W_dma4838	YPL107W
mitochondrion	YPL107W_dma4838	YPL107W
mitochondrion_GO_30_19	YPL107W_dma4838	YPL107W
all_queries	YPL107W_sn2608	YPL107W
mitochondria and respiration	YPL107W_sn2608	YPL107W
mitochondria and respiration_GO_30_26	YPL107W_sn2608	YPL107W
mitochondrion	YPL107W_sn2608	YPL107W
mitochondrion_GO_30_4	YPL107W_sn2608	YPL107W
all_queries	YPL109C_sn2609	YPL109C
mitochondria and respiration	YPL109C_sn2609	YPL109C
mitochondria and respiration_GO_30_16	YPL109C_sn2609	YPL109C
mitochondrion	YPL109C_sn2609	YPL109C
mitochondrion_GO_30_8	YPL109C_sn2609	YPL109C
all_queries	YPL113C_dma4855	YPL113C
all_queries	YPL113C_sn2900	YPL113C
all_queries	YPL150W_dma4877	YPL150W
all_queries	YPL150W_sn3795	YPL150W
all_queries	YPL199C_dma4942	YPL199C
all_queries	YPL225W_dma4946	YPL225W
ribosome	YPL225W_dma4946	YPL225W
ribosome_GO_30_2	YPL225W_dma4946	YPL225W
ribosomes and translation	YPL225W_dma4946	YPL225W
ribosomes and translation_GO_30_15	YPL225W_dma4946	YPL225W
all_queries	YPL225W_sn3530	YPL225W
ribosome	YPL225W_sn3530	YPL225W
ribosome_GO_30_1	YPL225W_sn3530	YPL225W
ribosomes and translation	YPL225W_sn3530	YPL225W
ribosomes and translation_GO_30_1	YPL225W_sn3530	YPL225W
all_queries	YPL229W_dma4966	YPL229W
all_queries	YPL229W_sn3531	YPL229W
all_queries	YPL247C_dma4979	YPL247C
all_queries	YPL257W_sn3394	YPL257W
all_queries	YPL260W_dma4970	YPL260W
all_queries	YPL260W_sn3658	YPL260W
all_queries	YPL264C_sn3676	YPL264C
all_queries	YPL277C_sn3691	YPL277C
all_queries	YPP1_tsq1958	YGR198W
cell cortex	YPP1_tsq1958	YGR198W
cell cortex_GO_30_1	YPP1_tsq1958	YGR198W
cytoplasmic vesicle	YPP1_tsq1958	YGR198W
cytoplasmic vesicle_GO_30_5	YPP1_tsq1958	YGR198W
cytoskeleton	YPP1_tsq1958	YGR198W
cytoskeleton and microtubules	YPP1_tsq1958	YGR198W
cytoskeleton and microtubules_GO_30_9	YPP1_tsq1958	YGR198W
cytoskeleton_GO_30_1	YPP1_tsq1958	YGR198W
endocytosis	YPP1_tsq1958	YGR198W
endocytosis_GO_30_2	YPP1_tsq1958	YGR198W
endomembrane system	YPP1_tsq1958	YGR198W
Golgi and ER	YPP1_tsq1958	YGR198W
Golgi and ER_GO_30_19	YPP1_tsq1958	YGR198W
protein targeting	YPP1_tsq1958	YGR198W
protein targeting_GO_30_4	YPP1_tsq1958	YGR198W
ribosome	YPP1_tsq1958	YGR198W
ribosome_GO_30_4	YPP1_tsq1958	YGR198W
ribosomes and translation	YPP1_tsq1958	YGR198W
ribosomes and translation_GO_30_6	YPP1_tsq1958	YGR198W
all_queries	YPP1_tsq1967	YGR198W
cell cortex	YPP1_tsq1967	YGR198W
cell cortex_GO_30_1	YPP1_tsq1967	YGR198W
cytoplasmic vesicle	YPP1_tsq1967	YGR198W
cytoplasmic vesicle_GO_30_1	YPP1_tsq1967	YGR198W
cytoskeleton	YPP1_tsq1967	YGR198W
cytoskeleton and microtubules	YPP1_tsq1967	YGR198W
cytoskeleton and microtubules_GO_30_2	YPP1_tsq1967	YGR198W
cytoskeleton_GO_30_1	YPP1_tsq1967	YGR198W
endocytosis	YPP1_tsq1967	YGR198W
endocytosis_GO_30_3	YPP1_tsq1967	YGR198W
endomembrane system	YPP1_tsq1967	YGR198W
endomembrane system_GO_30_24	YPP1_tsq1967	YGR198W
Golgi and ER	YPP1_tsq1967	YGR198W
Golgi and ER_GO_30_24	YPP1_tsq1967	YGR198W
protein targeting	YPP1_tsq1967	YGR198W
protein targeting_GO_30_4	YPP1_tsq1967	YGR198W
ribosome	YPP1_tsq1967	YGR198W
ribosome_GO_30_6	YPP1_tsq1967	YGR198W
ribosomes and translation	YPP1_tsq1967	YGR198W
ribosomes and translation_GO_30_8	YPP1_tsq1967	YGR198W
all_queries	YPQ1_dma4375	YOL092W
endomembrane system	YPQ1_dma4375	YOL092W
endomembrane system_GO_30_14	YPQ1_dma4375	YOL092W
endoplasmic reticulum	YPQ1_dma4375	YOL092W
endoplasmic reticulum_GO_30_9	YPQ1_dma4375	YOL092W
ER	YPQ1_dma4375	YOL092W
ER_GO_30_9	YPQ1_dma4375	YOL092W
Golgi and ER	YPQ1_dma4375	YOL092W
Golgi and ER_GO_30_16	YPQ1_dma4375	YOL092W
ion transport	YPQ1_dma4375	YOL092W
ion transport_GO_30_5	YPQ1_dma4375	YOL092W
transmembrane transport	YPQ1_dma4375	YOL092W
transmembrane transport_GO_30_1	YPQ1_dma4375	YOL092W
transmembrane transporter activity	YPQ1_dma4375	YOL092W
transmembrane transporter activity_GO_30_7	YPQ1_dma4375	YOL092W
vacuole	YPQ1_dma4375	YOL092W
vacuole_GO_30_4	YPQ1_dma4375	YOL092W
vacuoles	YPQ1_dma4375	YOL092W
vacuoles_GO_30_11	YPQ1_dma4375	YOL092W
all_queries	YPR011C_sn2267	YPR011C
ion transport	YPR011C_sn2267	YPR011C
ion transport_GO_30_2	YPR011C_sn2267	YPR011C
mitochondria and respiration	YPR011C_sn2267	YPR011C
mitochondria and respiration_GO_30_22	YPR011C_sn2267	YPR011C
mitochondrial envelope	YPR011C_sn2267	YPR011C
mitochondrial envelope_GO_30_4	YPR011C_sn2267	YPR011C
mitochondrion	YPR011C_sn2267	YPR011C
mitochondrion_GO_30_15	YPR011C_sn2267	YPR011C
nucleobase-containing compound transport	YPR011C_sn2267	YPR011C
nucleobase-containing compound transport_GO_30_1	YPR011C_sn2267	YPR011C
transmembrane transport	YPR011C_sn2267	YPR011C
transmembrane transport_GO_30_4	YPR011C_sn2267	YPR011C
transmembrane transporter activity	YPR011C_sn2267	YPR011C
transmembrane transporter activity_GO_30_4	YPR011C_sn2267	YPR011C
all_queries	YPR015C_sn2768	YPR015C
all_queries	YPR022C_dma5034	YPR022C
all_queries	YPR022C_sn3659	YPR022C
all_queries	YPR063C_dma5074	YPR063C
endomembrane system	YPR063C_dma5074	YPR063C
endomembrane system_GO_30_11	YPR063C_dma5074	YPR063C
endoplasmic reticulum	YPR063C_dma5074	YPR063C
endoplasmic reticulum_GO_30_8	YPR063C_dma5074	YPR063C
ER	YPR063C_dma5074	YPR063C
ER_GO_30_8	YPR063C_dma5074	YPR063C
Golgi and ER	YPR063C_dma5074	YPR063C
Golgi and ER_GO_30_1	YPR063C_dma5074	YPR063C
all_queries	YPR063C_sn100	YPR063C
endomembrane system	YPR063C_sn100	YPR063C
endomembrane system_GO_30_11	YPR063C_sn100	YPR063C
endoplasmic reticulum	YPR063C_sn100	YPR063C
endoplasmic reticulum_GO_30_3	YPR063C_sn100	YPR063C
ER	YPR063C_sn100	YPR063C
ER_GO_30_3	YPR063C_sn100	YPR063C
Golgi and ER	YPR063C_sn100	YPR063C
Golgi and ER_GO_30_3	YPR063C_sn100	YPR063C
all_queries	YPR078C_dma5084	YPR078C
all_queries	YPR078C_sn1389	YPR078C
all_queries	YPR084W_dma5082	YPR084W
all_queries	YPR084W_sn34	YPR084W
all_queries	YPR089W_dma5081	YPR089W
all_queries	YPR096C_dma5112	YPR096C
ribosome	YPR096C_dma5112	YPR096C
ribosome_GO_30_4	YPR096C_dma5112	YPR096C
ribosomes and translation	YPR096C_dma5112	YPR096C
ribosomes and translation_GO_30_17	YPR096C_dma5112	YPR096C
all_queries	YPR098C_dma5110	YPR098C
mitochondria and respiration	YPR098C_dma5110	YPR098C
mitochondria and respiration_GO_30_8	YPR098C_dma5110	YPR098C
mitochondrial envelope	YPR098C_dma5110	YPR098C
mitochondrial envelope_GO_30_2	YPR098C_dma5110	YPR098C
mitochondrion	YPR098C_dma5110	YPR098C
mitochondrion_GO_30_2	YPR098C_dma5110	YPR098C
all_queries	YPR098C_sn2612	YPR098C
mitochondria and respiration	YPR098C_sn2612	YPR098C
mitochondria and respiration_GO_30_11	YPR098C_sn2612	YPR098C
mitochondrial envelope	YPR098C_sn2612	YPR098C
mitochondrial envelope_GO_30_3	YPR098C_sn2612	YPR098C
mitochondrion	YPR098C_sn2612	YPR098C
mitochondrion_GO_30_23	YPR098C_sn2612	YPR098C
all_queries	YPR1_sn2752	YDR368W
all_queries_30_7	YPR1_sn2752	YDR368W
carbohydrate metabolic process	YPR1_sn2752	YDR368W
carbohydrate metabolic process_GO_30_1	YPR1_sn2752	YDR368W
metabolic	YPR1_sn2752	YDR368W
metabolic_GO_30_7	YPR1_sn2752	YDR368W
response to oxidative stress	YPR1_sn2752	YDR368W
response to oxidative stress_GO_30_1	YPR1_sn2752	YDR368W
all_queries	YPR108W-A_sn4624	YPR108W-A
all_queries	YPR109W_dma5108	YPR109W
endomembrane system	YPR109W_dma5108	YPR109W
endomembrane system_GO_30_16	YPR109W_dma5108	YPR109W
endoplasmic reticulum	YPR109W_dma5108	YPR109W
endoplasmic reticulum_GO_30_4	YPR109W_dma5108	YPR109W
ER	YPR109W_dma5108	YPR109W
ER_GO_30_4	YPR109W_dma5108	YPR109W
Golgi and ER	YPR109W_dma5108	YPR109W
Golgi and ER_GO_30_6	YPR109W_dma5108	YPR109W
all_queries	YPR109W_sn3400	YPR109W
endomembrane system	YPR109W_sn3400	YPR109W
endomembrane system_GO_30_2	YPR109W_sn3400	YPR109W
endoplasmic reticulum	YPR109W_sn3400	YPR109W
endoplasmic reticulum_GO_30_8	YPR109W_sn3400	YPR109W
ER	YPR109W_sn3400	YPR109W
ER_GO_30_8	YPR109W_sn3400	YPR109W
Golgi and ER	YPR109W_sn3400	YPR109W
Golgi and ER_GO_30_5	YPR109W_sn3400	YPR109W
all_queries	YPR114W_dma5106	YPR114W
endomembrane system	YPR114W_dma5106	YPR114W
endomembrane system_GO_30_8	YPR114W_dma5106	YPR114W
endoplasmic reticulum	YPR114W_dma5106	YPR114W
endoplasmic reticulum_GO_30_12	YPR114W_dma5106	YPR114W
ER	YPR114W_dma5106	YPR114W
ER_GO_30_12	YPR114W_dma5106	YPR114W
Golgi and ER	YPR114W_dma5106	YPR114W
Golgi and ER_GO_30_22	YPR114W_dma5106	YPR114W
all_queries	YPR114W_sn102	YPR114W
endomembrane system	YPR114W_sn102	YPR114W
endomembrane system_GO_30_4	YPR114W_sn102	YPR114W
endoplasmic reticulum	YPR114W_sn102	YPR114W
endoplasmic reticulum_GO_30_10	YPR114W_sn102	YPR114W
ER	YPR114W_sn102	YPR114W
ER_GO_30_10	YPR114W_sn102	YPR114W
Golgi and ER	YPR114W_sn102	YPR114W
Golgi and ER_GO_30_18	YPR114W_sn102	YPR114W
all_queries	YPR127W_dma5119	YPR127W
all_queries	YPR153W_dma5148	YPR153W
all_queries	YPR153W_sn3402	YPR153W
all_queries	YPR159C-A_sn4625	YPR159C-A
all_queries	YPR172W_dma5160	YPR172W
all_queries	YPR172W_sn3661	YPR172W
all_queries	YPR174C_dma5158	YPR174C
cytoskeleton	YPR174C_dma5158	YPR174C
cytoskeleton and microtubules	YPR174C_dma5158	YPR174C
cytoskeleton and microtubules_GO_30_11	YPR174C_dma5158	YPR174C
cytoskeleton_GO_30_6	YPR174C_dma5158	YPR174C
endomembrane system	YPR174C_dma5158	YPR174C
endomembrane system_GO_30_17	YPR174C_dma5158	YPR174C
microtubule organizing center	YPR174C_dma5158	YPR174C
microtubule organizing center_GO_30_1	YPR174C_dma5158	YPR174C
all_queries	YPR174C_sn3716	YPR174C
cytoskeleton	YPR174C_sn3716	YPR174C
cytoskeleton and microtubules	YPR174C_sn3716	YPR174C
cytoskeleton and microtubules_GO_30_5	YPR174C_sn3716	YPR174C
cytoskeleton_GO_30_2	YPR174C_sn3716	YPR174C
endomembrane system	YPR174C_sn3716	YPR174C
endomembrane system_GO_30_22	YPR174C_sn3716	YPR174C
microtubule organizing center	YPR174C_sn3716	YPR174C
microtubule organizing center_GO_30_2	YPR174C_sn3716	YPR174C
all_queries	YPS1_sn356	YLR120C
cell wall organization or biogenesis	YPS1_sn356	YLR120C
cell wall organization or biogenesis_GO_30_3	YPS1_sn356	YLR120C
Golgi and ER	YPS1_sn356	YLR120C
Golgi and ER_GO_30_25	YPS1_sn356	YLR120C
protein maturation	YPS1_sn356	YLR120C
protein maturation_GO_30_1	YPS1_sn356	YLR120C
all_queries	YPS5_dma1786	YGL259W
all_queries	YPS5_sn35	YGL259W
all_queries	YPS6_sn16	YIR039C
cell wall	YPS6_sn16	YIR039C
cell wall organization or biogenesis	YPS6_sn16	YIR039C
cell wall organization or biogenesis_GO_30_3	YPS6_sn16	YIR039C
cell wall_GO_30_1	YPS6_sn16	YIR039C
all_queries	YPS7_dma1085	YDR349C
cell wall organization or biogenesis	YPS7_dma1085	YDR349C
cell wall organization or biogenesis_GO_30_1	YPS7_dma1085	YDR349C
endomembrane system	YPS7_dma1085	YDR349C
endomembrane system_GO_30_1	YPS7_dma1085	YDR349C
endoplasmic reticulum	YPS7_dma1085	YDR349C
endoplasmic reticulum_GO_30_4	YPS7_dma1085	YDR349C
ER	YPS7_dma1085	YDR349C
ER_GO_30_4	YPS7_dma1085	YDR349C
Golgi and ER	YPS7_dma1085	YDR349C
Golgi and ER_GO_30_4	YPS7_dma1085	YDR349C
all_queries	YPT1_tsa591	YFL038C
cytoplasmic vesicle	YPT1_tsa591	YFL038C
cytoplasmic vesicle_GO_30_2	YPT1_tsa591	YFL038C
endomembrane system	YPT1_tsa591	YFL038C
endomembrane system_GO_30_3	YPT1_tsa591	YFL038C
endoplasmic reticulum	YPT1_tsa591	YFL038C
endoplasmic reticulum_GO_30_9	YPT1_tsa591	YFL038C
endosomal transport	YPT1_tsa591	YFL038C
endosomal transport_GO_30_1	YPT1_tsa591	YFL038C
ER	YPT1_tsa591	YFL038C
ER_GO_30_9	YPT1_tsa591	YFL038C
Golgi	YPT1_tsa591	YFL038C
Golgi and ER	YPT1_tsa591	YFL038C
Golgi and ER_GO_30_7	YPT1_tsa591	YFL038C
Golgi apparatus	YPT1_tsa591	YFL038C
Golgi apparatus_GO_30_2	YPT1_tsa591	YFL038C
Golgi vesicle transport	YPT1_tsa591	YFL038C
Golgi vesicle transport_GO_30_1	YPT1_tsa591	YFL038C
Golgi_GO_30_1	YPT1_tsa591	YFL038C
GTPase activity	YPT1_tsa591	YFL038C
GTPase activity_GO_30_1	YPT1_tsa591	YFL038C
mitochondria and respiration	YPT1_tsa591	YFL038C
mitochondria and respiration_GO_30_15	YPT1_tsa591	YFL038C
mitochondrion	YPT1_tsa591	YFL038C
mitochondrion_GO_30_9	YPT1_tsa591	YFL038C
protein targeting	YPT1_tsa591	YFL038C
protein targeting_GO_30_1	YPT1_tsa591	YFL038C
RNA catabolic process	YPT1_tsa591	YFL038C
RNA catabolic process_GO_30_3	YPT1_tsa591	YFL038C
vesicle organization	YPT1_tsa591	YFL038C
vesicle organization_GO_30_1	YPT1_tsa591	YFL038C
all_queries	YPT1_tsq591	YFL038C
cytoplasmic vesicle	YPT1_tsq591	YFL038C
cytoplasmic vesicle_GO_30_2	YPT1_tsq591	YFL038C
endomembrane system	YPT1_tsq591	YFL038C
endomembrane system_GO_30_3	YPT1_tsq591	YFL038C
endoplasmic reticulum	YPT1_tsq591	YFL038C
endoplasmic reticulum_GO_30_9	YPT1_tsq591	YFL038C
endosomal transport	YPT1_tsq591	YFL038C
endosomal transport_GO_30_1	YPT1_tsq591	YFL038C
ER	YPT1_tsq591	YFL038C
ER_GO_30_9	YPT1_tsq591	YFL038C
Golgi	YPT1_tsq591	YFL038C
Golgi and ER	YPT1_tsq591	YFL038C
Golgi and ER_GO_30_7	YPT1_tsq591	YFL038C
Golgi apparatus	YPT1_tsq591	YFL038C
Golgi apparatus_GO_30_2	YPT1_tsq591	YFL038C
Golgi vesicle transport	YPT1_tsq591	YFL038C
Golgi vesicle transport_GO_30_1	YPT1_tsq591	YFL038C
Golgi_GO_30_1	YPT1_tsq591	YFL038C
GTPase activity	YPT1_tsq591	YFL038C
GTPase activity_GO_30_1	YPT1_tsq591	YFL038C
mitochondria and respiration	YPT1_tsq591	YFL038C
mitochondria and respiration_GO_30_15	YPT1_tsq591	YFL038C
mitochondrion	YPT1_tsq591	YFL038C
mitochondrion_GO_30_9	YPT1_tsq591	YFL038C
protein targeting	YPT1_tsq591	YFL038C
protein targeting_GO_30_1	YPT1_tsq591	YFL038C
RNA catabolic process	YPT1_tsq591	YFL038C
RNA catabolic process_GO_30_3	YPT1_tsq591	YFL038C
vesicle organization	YPT1_tsq591	YFL038C
vesicle organization_GO_30_1	YPT1_tsq591	YFL038C
all_queries	YPT10_dma424	YBR264C
GTPase activity	YPT10_dma424	YBR264C
GTPase activity_GO_30_2	YPT10_dma424	YBR264C
vacuole	YPT10_dma424	YBR264C
vacuole_GO_30_9	YPT10_dma424	YBR264C
vacuoles	YPT10_dma424	YBR264C
vacuoles_GO_30_1	YPT10_dma424	YBR264C
all_queries	YPT10_sn234	YBR264C
GTPase activity	YPT10_sn234	YBR264C
GTPase activity_GO_30_1	YPT10_sn234	YBR264C
vacuole	YPT10_sn234	YBR264C
vacuole_GO_30_3	YPT10_sn234	YBR264C
vacuoles	YPT10_sn234	YBR264C
vacuoles_GO_30_1	YPT10_sn234	YBR264C
all_queries	YPT31_sn540	YER031C
cytoplasmic vesicle	YPT31_sn540	YER031C
cytoplasmic vesicle_GO_30_5	YPT31_sn540	YER031C
endomembrane system	YPT31_sn540	YER031C
endomembrane system_GO_30_12	YPT31_sn540	YER031C
endosomal transport	YPT31_sn540	YER031C
endosomal transport_GO_30_2	YPT31_sn540	YER031C
exocytosis	YPT31_sn540	YER031C
exocytosis_GO_30_2	YPT31_sn540	YER031C
Golgi	YPT31_sn540	YER031C
Golgi and ER	YPT31_sn540	YER031C
Golgi and ER_GO_30_15	YPT31_sn540	YER031C
Golgi apparatus	YPT31_sn540	YER031C
Golgi vesicle transport	YPT31_sn540	YER031C
Golgi vesicle transport_GO_30_3	YPT31_sn540	YER031C
Golgi_GO_30_3	YPT31_sn540	YER031C
GTPase activity	YPT31_sn540	YER031C
GTPase activity_GO_30_1	YPT31_sn540	YER031C
mitochondria and respiration	YPT31_sn540	YER031C
mitochondria and respiration_GO_30_23	YPT31_sn540	YER031C
mitochondrial envelope	YPT31_sn540	YER031C
mitochondrial envelope_GO_30_6	YPT31_sn540	YER031C
mitochondrion	YPT31_sn540	YER031C
mitochondrion_GO_30_15	YPT31_sn540	YER031C
all_queries	YPT32_dma1734	YGL210W
budding	YPT32_dma1734	YGL210W
budding_GO_30_16	YPT32_dma1734	YGL210W
cellular bud	YPT32_dma1734	YGL210W
cellular bud_GO_30_5	YPT32_dma1734	YGL210W
cytoplasmic vesicle	YPT32_dma1734	YGL210W
cytoplasmic vesicle_GO_30_1	YPT32_dma1734	YGL210W
endomembrane system	YPT32_dma1734	YGL210W
endomembrane system_GO_30_17	YPT32_dma1734	YGL210W
endosomal transport	YPT32_dma1734	YGL210W
endosomal transport_GO_30_2	YPT32_dma1734	YGL210W
exocytosis	YPT32_dma1734	YGL210W
exocytosis_GO_30_2	YPT32_dma1734	YGL210W
Golgi	YPT32_dma1734	YGL210W
Golgi and ER	YPT32_dma1734	YGL210W
Golgi and ER_GO_30_2	YPT32_dma1734	YGL210W
Golgi apparatus	YPT32_dma1734	YGL210W
Golgi vesicle transport	YPT32_dma1734	YGL210W
Golgi vesicle transport_GO_30_4	YPT32_dma1734	YGL210W
Golgi_GO_30_2	YPT32_dma1734	YGL210W
GTPase activity	YPT32_dma1734	YGL210W
GTPase activity_GO_30_2	YPT32_dma1734	YGL210W
mitochondria and respiration	YPT32_dma1734	YGL210W
mitochondria and respiration_GO_30_9	YPT32_dma1734	YGL210W
mitochondrial envelope	YPT32_dma1734	YGL210W
mitochondrial envelope_GO_30_5	YPT32_dma1734	YGL210W
mitochondrion	YPT32_dma1734	YGL210W
mitochondrion_GO_30_1	YPT32_dma1734	YGL210W
site of polarized growth	YPT32_dma1734	YGL210W
site of polarized growth_GO_30_2	YPT32_dma1734	YGL210W
all_queries	YPT52_dma2938	YKR014C
cytoplasmic vesicle	YPT52_dma2938	YKR014C
cytoplasmic vesicle_GO_30_1	YPT52_dma2938	YKR014C
endocytosis	YPT52_dma2938	YKR014C
endocytosis_GO_30_4	YPT52_dma2938	YKR014C
endomembrane system	YPT52_dma2938	YKR014C
endomembrane system_GO_30_14	YPT52_dma2938	YKR014C
endosomal transport	YPT52_dma2938	YKR014C
endosomal transport_GO_30_2	YPT52_dma2938	YKR014C
Golgi	YPT52_dma2938	YKR014C
Golgi and ER	YPT52_dma2938	YKR014C
Golgi and ER_GO_30_17	YPT52_dma2938	YKR014C
Golgi vesicle transport	YPT52_dma2938	YKR014C
Golgi vesicle transport_GO_30_3	YPT52_dma2938	YKR014C
Golgi_GO_30_2	YPT52_dma2938	YKR014C
GTPase activity	YPT52_dma2938	YKR014C
GTPase activity_GO_30_2	YPT52_dma2938	YKR014C
organelle assembly	YPT52_dma2938	YKR014C
organelle assembly_GO_30_2	YPT52_dma2938	YKR014C
protein targeting	YPT52_dma2938	YKR014C
protein targeting_GO_30_4	YPT52_dma2938	YKR014C
vacuole	YPT52_dma2938	YKR014C
vacuole_GO_30_6	YPT52_dma2938	YKR014C
vacuoles	YPT52_dma2938	YKR014C
vacuoles_GO_30_4	YPT52_dma2938	YKR014C
vesicle organization	YPT52_dma2938	YKR014C
vesicle organization_GO_30_2	YPT52_dma2938	YKR014C
all_queries	YPT52_sn423	YKR014C
cytoplasmic vesicle	YPT52_sn423	YKR014C
cytoplasmic vesicle_GO_30_1	YPT52_sn423	YKR014C
endocytosis	YPT52_sn423	YKR014C
endocytosis_GO_30_4	YPT52_sn423	YKR014C
endomembrane system	YPT52_sn423	YKR014C
endomembrane system_GO_30_14	YPT52_sn423	YKR014C
endosomal transport	YPT52_sn423	YKR014C
endosomal transport_GO_30_2	YPT52_sn423	YKR014C
Golgi	YPT52_sn423	YKR014C
Golgi and ER	YPT52_sn423	YKR014C
Golgi and ER_GO_30_17	YPT52_sn423	YKR014C
Golgi vesicle transport	YPT52_sn423	YKR014C
Golgi vesicle transport_GO_30_3	YPT52_sn423	YKR014C
Golgi_GO_30_2	YPT52_sn423	YKR014C
GTPase activity	YPT52_sn423	YKR014C
GTPase activity_GO_30_2	YPT52_sn423	YKR014C
organelle assembly	YPT52_sn423	YKR014C
