ORF	Gene	term
YML013W	UBX2	endoplasmic reticulum
YML019W	OST6	endoplasmic reticulum
YML019W	OST6	protein glycosylation
YML029W	USA1	endoplasmic reticulum
YML038C	YMD8	Golgi apparatus
YML048W	GSF2	endoplasmic reticulum
YML052W	SUR7	endocytosis
YML055W	SPC2	endoplasmic reticulum
YML055W	SPC2	protein maturation
YML059C	NTE1	endoplasmic reticulum
YML067C	ERV41	Golgi apparatus
YML067C	ERV41	endoplasmic reticulum
YML067C	ERV41	Golgi vesicle transport
YML071C	COG8	Golgi apparatus
YML071C	COG8	Golgi vesicle transport
YML072C	TCB3	endoplasmic reticulum
YML075C	HMG1	endoplasmic reticulum
YML077W	BET5	Golgi apparatus
YML077W	BET5	Golgi vesicle transport
YML097C	VPS9	Golgi vesicle transport
YML097C	VPS9	endosomal transport
YML101C	CUE4	endoplasmic reticulum
YML115C	VAN1	Golgi apparatus
YML115C	VAN1	protein glycosylation
YML123C	PHO84	endoplasmic reticulum
YML125C	PGA3	endoplasmic reticulum
YML128C	MSC1	endoplasmic reticulum
YML130C	ERO1	endoplasmic reticulum
YML132W	COS3	endosomal transport
YMR004W	MVP1	endosomal transport
YMR008C	PLB1	endoplasmic reticulum
YMR010W	ANY1	endoplasmic reticulum
YMR013C	SEC59	endoplasmic reticulum
YMR015C	ERG5	endoplasmic reticulum
YMR022W	UBC7	endoplasmic reticulum
YMR029C	FAR8	endoplasmic reticulum
YMR035W	IMP2	protein maturation
YMR040W	YET2	endoplasmic reticulum
YMR052W	FAR3	Golgi apparatus
YMR052W	FAR3	endoplasmic reticulum
YMR054W	STV1	Golgi apparatus
YMR058W	FET3	endoplasmic reticulum
YMR065W	KAR5	endoplasmic reticulum
YMR071C	TVP18	Golgi apparatus
YMR077C	VPS20	endosomal transport
YMR077C	VPS20	vesicle organization
YMR079W	SEC14	Golgi apparatus
YMR079W	SEC14	Golgi vesicle transport
YMR079W	SEC14	vesicle organization
YMR089C	YTA12	protein maturation
YMR101C	SRT1	protein glycosylation
YMR109W	MYO5	endocytosis
YMR110C	HFD1	endoplasmic reticulum
YMR122W-A	YMR122W-A	endoplasmic reticulum
YMR123W	PKR1	endoplasmic reticulum
YMR134W	ERG29	endoplasmic reticulum
YMR149W	SWP1	endoplasmic reticulum
YMR149W	SWP1	protein glycosylation
YMR150C	IMP1	protein maturation
YMR152W	YIM1	endoplasmic reticulum
YMR154C	RIM13	protein maturation
YMR159C	ATG16	protein lipidation
YMR161W	HLJ1	endoplasmic reticulum
YMR162C	DNF3	Golgi apparatus
YMR162C	DNF3	endoplasmic reticulum
YMR171C	EAR1	endoplasmic reticulum
YMR171C	EAR1	endosomal transport
YMR183C	SSO2	endoplasmic reticulum
YMR183C	SSO2	Golgi vesicle transport
YMR183C	SSO2	vesicle organization
YMR192W	GYL1	Golgi apparatus
YMR192W	GYL1	Golgi vesicle transport
YMR192W	GYL1	regulation of transport
YMR197C	VTI1	Golgi apparatus
YMR197C	VTI1	Golgi vesicle transport
YMR197C	VTI1	vesicle organization
YMR200W	ROT1	endoplasmic reticulum
YMR200W	ROT1	protein glycosylation
YMR202W	ERG2	endoplasmic reticulum
YMR214W	SCJ1	endoplasmic reticulum
YMR216C	SKY1	regulation of transport
YMR218C	TRS130	Golgi apparatus
YMR218C	TRS130	Golgi vesicle transport
YMR218C	TRS130	endosomal transport
YMR231W	PEP5	Golgi vesicle transport
YMR231W	PEP5	endosomal transport
YMR231W	PEP5	regulation of transport
YMR231W	PEP5	vesicle organization
YMR237W	BCH1	Golgi apparatus
YMR237W	BCH1	Golgi vesicle transport
YMR238W	DFG5	endoplasmic reticulum
YMR251W-A	HOR7	endoplasmic reticulum
YMR258C	ROY1	endoplasmic reticulum
YMR258C	ROY1	endocytosis
YMR264W	CUE1	endoplasmic reticulum
YMR266W	RSN1	endoplasmic reticulum
YMR266W	RSN1	Golgi vesicle transport
YMR272C	SCS7	endoplasmic reticulum
YMR274C	RCE1	endoplasmic reticulum
YMR274C	RCE1	protein maturation
YMR281W	GPI12	endoplasmic reticulum
YMR281W	GPI12	protein lipidation
YMR292W	GOT1	Golgi apparatus
YMR292W	GOT1	endoplasmic reticulum
YMR292W	GOT1	Golgi vesicle transport
YMR292W	GOT1	endosomal transport
YMR296C	LCB1	endoplasmic reticulum
YMR297W	PRC1	endoplasmic reticulum
YMR298W	LIP1	endoplasmic reticulum
YMR304W	UBP15	endoplasmic reticulum
YMR305C	SCW10	endoplasmic reticulum
YMR306W	FKS3	endoplasmic reticulum
YMR316C-A	YMR316C-A	endoplasmic reticulum
YNL006W	LST8	Golgi apparatus
YNL012W	SPO1	endoplasmic reticulum
YNL020C	ARK1	endocytosis
YNL020C	ARK1	regulation of transport
YNL027W	CRZ1	regulation of transport
YNL029C	KTR5	Golgi apparatus
YNL029C	KTR5	endoplasmic reticulum
YNL032W	SIW14	endocytosis
YNL038W	GPI15	endoplasmic reticulum
YNL038W	GPI15	protein lipidation
YNL041C	COG6	Golgi apparatus
YNL041C	COG6	Golgi vesicle transport
YNL044W	YIP3	Golgi apparatus
YNL044W	YIP3	endoplasmic reticulum
YNL044W	YIP3	Golgi vesicle transport
YNL046W	YNL046W	endoplasmic reticulum
YNL047C	SLM2	endosomal transport
YNL048W	ALG11	endoplasmic reticulum
YNL048W	ALG11	protein glycosylation
YNL049C	SFB2	Golgi vesicle transport
YNL049C	SFB2	vesicle organization
YNL051W	COG5	Golgi apparatus
YNL051W	COG5	Golgi vesicle transport
YNL053W	MSG5	regulation of transport
YNL058C	YNL058C	endoplasmic reticulum
YNL080C	EOS1	endoplasmic reticulum
YNL080C	EOS1	protein glycosylation
YNL084C	END3	endocytosis
YNL086W	SNN1	vesicle organization
YNL087W	TCB2	endoplasmic reticulum
YNL093W	YPT53	Golgi vesicle transport
YNL093W	YPT53	endocytosis
YNL093W	YPT53	endosomal transport
YNL095C	YNL095C	endoplasmic reticulum
YNL098C	RAS2	endoplasmic reticulum
YNL111C	CYB5	endoplasmic reticulum
YNL125C	ESBP6	endoplasmic reticulum
YNL127W	FAR11	Golgi apparatus
YNL127W	FAR11	endoplasmic reticulum
YNL130C	CPT1	Golgi apparatus
YNL130C	CPT1	endoplasmic reticulum
YNL145W	MFA2	endoplasmic reticulum
YNL146W	YNL146W	endoplasmic reticulum
YNL149C	PGA2	endoplasmic reticulum
YNL154C	YCK2	endocytosis
YNL156C	NSG2	endoplasmic reticulum
YNL158W	PGA1	endoplasmic reticulum
YNL158W	PGA1	protein lipidation
YNL159C	ASI2	endoplasmic reticulum
YNL169C	PSD1	protein maturation
YNL181W	PBR1	endoplasmic reticulum
YNL183C	NPR1	Golgi apparatus
YNL183C	NPR1	endocytosis
YNL183C	NPR1	regulation of transport
YNL188W	KAR1	endoplasmic reticulum
YNL194C	YNL194C	endoplasmic reticulum
YNL207W	RIO2	regulation of transport
YNL219C	ALG9	endoplasmic reticulum
YNL219C	ALG9	protein glycosylation
YNL223W	ATG4	protein lipidation
YNL227C	JJJ1	endocytosis
YNL229C	URE2	regulation of transport
YNL238W	KEX2	Golgi apparatus
YNL238W	KEX2	protein maturation
YNL243W	SLA2	endocytosis
YNL257C	SIP3	endoplasmic reticulum
YNL258C	DSL1	endoplasmic reticulum
YNL258C	DSL1	Golgi vesicle transport
YNL263C	YIF1	Golgi apparatus
YNL263C	YIF1	endoplasmic reticulum
YNL263C	YIF1	Golgi vesicle transport
YNL264C	PDR17	Golgi vesicle transport
YNL265C	IST1	endosomal transport
YNL267W	PIK1	Golgi apparatus
YNL270C	ALP1	endoplasmic reticulum
YNL280C	ERG24	endoplasmic reticulum
YNL287W	SEC21	Golgi apparatus
YNL287W	SEC21	Golgi vesicle transport
YNL291C	MID1	endoplasmic reticulum
YNL293W	MSB3	endocytosis
YNL294C	RIM21	endoplasmic reticulum
YNL297C	MON2	Golgi apparatus
YNL297C	MON2	Golgi vesicle transport
YNL297C	MON2	endocytosis
YNL297C	MON2	endosomal transport
YNL298W	CLA4	regulation of transport
YNL304W	YPT11	endoplasmic reticulum
YNL305C	BXI1	endoplasmic reticulum
YNL321W	VNX1	endoplasmic reticulum
YNL323W	LEM3	endoplasmic reticulum
YNL326C	PFA3	protein lipidation
YNL336W	COS1	endosomal transport
YNR006W	VPS27	endosomal transport
YNR007C	ATG3	protein lipidation
YNR008W	LRO1	endoplasmic reticulum
YNR013C	PHO91	regulation of transport
YNR016C	ACC1	endoplasmic reticulum
YNR019W	ARE2	endoplasmic reticulum
YNR020C	ATP23	protein maturation
YNR021W	YNR021W	endoplasmic reticulum
YNR026C	SEC12	Golgi apparatus
YNR026C	SEC12	endoplasmic reticulum
YNR026C	SEC12	Golgi vesicle transport
YNR026C	SEC12	regulation of transport
YNR026C	SEC12	vesicle organization
YNR030W	ALG12	endoplasmic reticulum
YNR030W	ALG12	protein glycosylation
YNR035C	ARC35	endocytosis
YNR039C	ZRG17	endoplasmic reticulum
YNR047W	FPK1	regulation of transport
YNR048W	YNR048W	Golgi apparatus
YNR048W	YNR048W	endoplasmic reticulum
YNR051C	BRE5	Golgi vesicle transport
YNR051C	BRE5	regulation of transport
YNR056C	BIO5	endoplasmic reticulum
YNR059W	MNT4	protein glycosylation
YNR062C	YNR062C	endoplasmic reticulum
YNR065C	YNR065C	endoplasmic reticulum
YNR075W	COS10	endoplasmic reticulum
YNR075W	COS10	endocytosis
YNR075W	COS10	endosomal transport
YOL003C	PFA4	endoplasmic reticulum
YOL003C	PFA4	protein lipidation
YOL009C	MDM12	endoplasmic reticulum
YOL013C	HRD1	endoplasmic reticulum
YOL018C	TLG2	Golgi apparatus
YOL018C	TLG2	Golgi vesicle transport
YOL018C	TLG2	endocytosis
YOL018C	TLG2	vesicle organization
YOL020W	TAT2	endoplasmic reticulum
YOL030W	GAS5	endoplasmic reticulum
YOL031C	SIL1	endoplasmic reticulum
YOL060C	MAM3	endoplasmic reticulum
YOL065C	INP54	endoplasmic reticulum
YOL073C	DSC2	endoplasmic reticulum
YOL081W	IRA2	endoplasmic reticulum
YOL082W	ATG19	protein maturation
YOL082W	ATG19	vesicle organization
YOL084W	PHM7	endoplasmic reticulum
YOL088C	MPD2	endoplasmic reticulum
YOL092W	YPQ1	endoplasmic reticulum
YOL100W	PKH2	endosomal transport
YOL107W	YOL107W	Golgi apparatus
YOL110W	SHR5	endoplasmic reticulum
YOL110W	SHR5	protein lipidation
YOL113W	SKM1	regulation of transport
YOL129W	VPS68	endosomal transport
YOL137W	BSC6	Golgi apparatus
YOL147C	PEX11	endoplasmic reticulum
YOL162W	YOL162W	endoplasmic reticulum
YOR002W	ALG6	endoplasmic reticulum
YOR002W	ALG6	protein glycosylation
YOR003W	YSP3	endoplasmic reticulum
YOR008C	SLG1	endoplasmic reticulum
YOR008C	SLG1	endocytosis
YOR008C	SLG1	regulation of transport
YOR016C	ERP4	endoplasmic reticulum
YOR016C	ERP4	Golgi vesicle transport
YOR018W	ROD1	endocytosis
YOR018W	ROD1	regulation of transport
YOR030W	DFG16	protein maturation
YOR032W-A	YOR032W-A	endoplasmic reticulum
YOR034C	AKR2	Golgi apparatus
YOR034C	AKR2	protein lipidation
YOR036W	PEP12	Golgi apparatus
YOR036W	PEP12	Golgi vesicle transport
YOR043W	WHI2	endocytosis
YOR044W	IRC23	endoplasmic reticulum
YOR049C	RSB1	endoplasmic reticulum
YOR059C	LPL1	endoplasmic reticulum
YOR060C	SLD7	endoplasmic reticulum
YOR067C	ALG8	endoplasmic reticulum
YOR067C	ALG8	protein glycosylation
YOR069W	VPS5	endosomal transport
YOR070C	GYP1	Golgi apparatus
YOR075W	UFE1	endoplasmic reticulum
YOR075W	UFE1	Golgi vesicle transport
YOR075W	UFE1	vesicle organization
YOR079C	ATX2	Golgi apparatus
YOR079C	ATX2	endoplasmic reticulum
YOR085W	OST3	endoplasmic reticulum
YOR085W	OST3	protein glycosylation
YOR086C	TCB1	endoplasmic reticulum
YOR089C	VPS21	Golgi vesicle transport
YOR089C	VPS21	endocytosis
YOR089C	VPS21	endosomal transport
YOR089C	VPS21	vesicle organization
YOR092W	ECM3	endoplasmic reticulum
YOR094W	ARF3	endocytosis
YOR099W	KTR1	Golgi apparatus
YOR099W	KTR1	protein glycosylation
YOR103C	OST2	endoplasmic reticulum
YOR103C	OST2	protein glycosylation
YOR106W	VAM3	vesicle organization
YOR115C	TRS33	Golgi apparatus
YOR115C	TRS33	Golgi vesicle transport
YOR132W	VPS17	endosomal transport
YOR149C	SMP3	endoplasmic reticulum
YOR149C	SMP3	protein lipidation
YOR152C	ATG40	endoplasmic reticulum
YOR154W	SLP1	endoplasmic reticulum
YOR157C	PUP1	endoplasmic reticulum
YOR165W	SEY1	endoplasmic reticulum
YOR171C	LCB4	Golgi apparatus
YOR171C	LCB4	endoplasmic reticulum
YOR175C	ALE1	endoplasmic reticulum
YOR198C	BFR1	endoplasmic reticulum
YOR216C	RUD3	Golgi apparatus
YOR216C	RUD3	Golgi vesicle transport
YOR219C	STE13	Golgi apparatus
YOR219C	STE13	protein maturation
YOR223W	DSC3	endoplasmic reticulum
YOR237W	HES1	endocytosis
YOR241W	MET7	endoplasmic reticulum
YOR245C	DGA1	endoplasmic reticulum
YOR246C	ENV9	protein maturation
YOR254C	SEC63	endoplasmic reticulum
YOR256C	TRE2	endosomal transport
YOR275C	RIM20	protein maturation
YOR285W	RDL1	endoplasmic reticulum
YOR288C	MPD1	endoplasmic reticulum
YOR299W	BUD7	Golgi apparatus
YOR299W	BUD7	Golgi vesicle transport
YOR307C	SLY41	endoplasmic reticulum
YOR307C	SLY41	Golgi vesicle transport
YOR311C	DGK1	endoplasmic reticulum
YOR317W	FAA1	endoplasmic reticulum
YOR320C	GNT1	Golgi apparatus
YOR320C	GNT1	protein glycosylation
YOR321W	PMT3	endoplasmic reticulum
YOR321W	PMT3	protein glycosylation
YOR322C	LDB19	Golgi apparatus
YOR322C	LDB19	endocytosis
YOR322C	LDB19	regulation of transport
YOR324C	FRT1	endoplasmic reticulum
YOR327C	SNC2	Golgi apparatus
YOR327C	SNC2	Golgi vesicle transport
YOR327C	SNC2	endocytosis
YOR327C	SNC2	vesicle organization
YOR329C	SCD5	endocytosis
YOR336W	KRE5	endoplasmic reticulum
YOR357C	SNX3	Golgi vesicle transport
YOR357C	SNX3	endosomal transport
YOR370C	MRS6	Golgi vesicle transport
YOR377W	ATF1	endoplasmic reticulum
YPL004C	LSP1	endocytosis
YPL006W	NCR1	endoplasmic reticulum
YPL010W	RET3	Golgi apparatus
YPL010W	RET3	Golgi vesicle transport
YPL019C	VTC3	endoplasmic reticulum
YPL032C	SVL3	endocytosis
YPL045W	VPS16	Golgi vesicle transport
YPL045W	VPS16	endosomal transport
YPL045W	VPS16	regulation of transport
YPL045W	VPS16	vesicle organization
YPL050C	MNN9	Golgi apparatus
YPL050C	MNN9	endoplasmic reticulum
YPL050C	MNN9	protein glycosylation
YPL051W	ARL3	Golgi apparatus
YPL051W	ARL3	Golgi vesicle transport
YPL053C	KTR6	protein glycosylation
YPL070W	MUK1	Golgi vesicle transport
YPL070W	MUK1	endosomal transport
YPL076W	GPI2	endoplasmic reticulum
YPL076W	GPI2	protein lipidation
YPL084W	BRO1	endosomal transport
YPL084W	BRO1	vesicle organization
YPL085W	SEC16	endoplasmic reticulum
YPL085W	SEC16	Golgi vesicle transport
YPL085W	SEC16	vesicle organization
YPL087W	YDC1	endoplasmic reticulum
YPL092W	SSU1	endoplasmic reticulum
YPL094C	SEC62	endoplasmic reticulum
YPL096C-A	ERI1	endoplasmic reticulum
YPL096C-A	ERI1	protein lipidation
YPL100W	ATG21	protein lipidation
YPL100W	ATG21	vesicle organization
YPL120W	VPS30	endosomal transport
YPL137C	GIP3	endoplasmic reticulum
YPL145C	KES1	Golgi apparatus
YPL145C	KES1	Golgi vesicle transport
YPL145C	KES1	endocytosis
YPL149W	ATG5	protein lipidation
YPL154C	PEP4	endoplasmic reticulum
YPL175W	SPT14	endoplasmic reticulum
YPL175W	SPT14	protein lipidation
YPL176C	TRE1	endosomal transport
YPL177C	CUP9	regulation of transport
YPL183C	RTT10	endosomal transport
YPL186C	UIP4	endoplasmic reticulum
YPL189W	GUP2	endoplasmic reticulum
YPL191C	YPL191C	endoplasmic reticulum
YPL195W	APL5	Golgi vesicle transport
YPL200W	CSM4	endoplasmic reticulum
YPL202C	AFT2	regulation of transport
YPL204W	HRR25	Golgi apparatus
YPL204W	HRR25	Golgi vesicle transport
YPL204W	HRR25	endocytosis
YPL204W	HRR25	regulation of transport
YPL207W	TYW1	endoplasmic reticulum
YPL218W	SAR1	endoplasmic reticulum
YPL218W	SAR1	Golgi vesicle transport
YPL218W	SAR1	regulation of transport
YPL218W	SAR1	vesicle organization
YPL221W	FLC1	endoplasmic reticulum
YPL227C	ALG5	endoplasmic reticulum
YPL227C	ALG5	protein glycosylation
YPL232W	SSO1	vesicle organization
YPL236C	ENV7	protein maturation
YPL240C	HSP82	protein maturation
YPL244C	HUT1	endoplasmic reticulum
YPL246C	RBD2	Golgi apparatus
YPL249C	GYP5	Golgi apparatus
YPL249C	GYP5	Golgi vesicle transport
YPL259C	APM1	Golgi apparatus
YPL259C	APM1	Golgi vesicle transport
YPL274W	SAM3	endoplasmic reticulum
YPR003C	YPR003C	endoplasmic reticulum
YPR009W	SUT2	regulation of transport
YPR017C	DSS4	Golgi vesicle transport
YPR024W	YME1	protein maturation
YPR027C	YPR027C	endoplasmic reticulum
YPR028W	YOP1	endoplasmic reticulum
YPR029C	APL4	Golgi apparatus
YPR029C	APL4	Golgi vesicle transport
YPR030W	CSR2	endocytosis
YPR032W	SRO7	Golgi vesicle transport
YPR037C	ERV2	endoplasmic reticulum
YPR055W	SEC8	Golgi vesicle transport
YPR063C	YPR063C	endoplasmic reticulum
YPR071W	YPR071W	endoplasmic reticulum
YPR075C	OPY2	endoplasmic reticulum
YPR088C	SRP54	endoplasmic reticulum
YPR091C	NVJ2	endoplasmic reticulum
YPR095C	SYT1	Golgi apparatus
YPR095C	SYT1	Golgi vesicle transport
YPR103W	PRE2	endoplasmic reticulum
YPR105C	COG4	Golgi apparatus
YPR105C	COG4	Golgi vesicle transport
YPR109W	YPR109W	endoplasmic reticulum
YPR113W	PIS1	Golgi apparatus
YPR113W	PIS1	endoplasmic reticulum
YPR114W	YPR114W	endoplasmic reticulum
YPR115W	RGC1	regulation of transport
YPR122W	AXL1	protein maturation
YPR138C	MEP3	endoplasmic reticulum
YPR139C	LOA1	endoplasmic reticulum
YPR149W	NCE102	endoplasmic reticulum
YPR149W	NCE102	regulation of transport
YPR159W	KRE6	endoplasmic reticulum
YPR165W	RHO1	Golgi apparatus
YPR165W	RHO1	endoplasmic reticulum
YPR165W	RHO1	endocytosis
YPR165W	RHO1	regulation of transport
YPR173C	VPS4	endoplasmic reticulum
YPR173C	VPS4	endosomal transport
YPR173C	VPS4	vesicle organization
YPR176C	BET2	Golgi vesicle transport
YPR181C	SEC23	endoplasmic reticulum
YPR181C	SEC23	Golgi vesicle transport
YPR181C	SEC23	regulation of transport
YPR181C	SEC23	vesicle organization
YPR183W	DPM1	endoplasmic reticulum
YPR183W	DPM1	protein lipidation
YPR192W	AQY1	endoplasmic reticulum
YPR194C	OPT2	Golgi apparatus
YPR194C	OPT2	regulation of transport
YPR198W	SGE1	endoplasmic reticulum
YAL007C	ERP2	Golgi vesicle transport
YAL026C	DRS2	Golgi apparatus
YAL026C	DRS2	Golgi vesicle transport
YAL030W	SNC1	Golgi apparatus
YAL030W	SNC1	Golgi vesicle transport
YAL042W	ERV46	Golgi apparatus
YAL042W	ERV46	Golgi vesicle transport
YAR002C-A	ERP1	Golgi vesicle transport
YAR033W	MST28	Golgi apparatus
YAR042W	SWH1	Golgi apparatus
YBL017C	PEP1	Golgi apparatus
YBL040C	ERD2	Golgi vesicle transport
YBL050W	SEC17	Golgi vesicle transport
YBL069W	AST1	Golgi apparatus
YBL078C	ATG8	Golgi vesicle transport
YBL102W	SFT2	Golgi apparatus
YBL106C	SRO77	Golgi vesicle transport
YBR002C	RER2	Golgi vesicle transport
YBR014C	GRX7	Golgi apparatus
YBR015C	MNN2	Golgi apparatus
YBR080C	SEC18	Golgi apparatus
YBR080C	SEC18	Golgi vesicle transport
YBR102C	EXO84	Golgi vesicle transport
YBR164C	ARL1	Golgi apparatus
YBR164C	ARL1	Golgi vesicle transport
YBR172C	SMY2	Golgi vesicle transport
YBR187W	GDT1	Golgi apparatus
YBR199W	KTR4	Golgi apparatus
YBR210W	ERV15	Golgi vesicle transport
YBR254C	TRS20	Golgi apparatus
YBR254C	TRS20	Golgi vesicle transport
YBR288C	APM3	Golgi vesicle transport
YCL001W	RER1	Golgi apparatus
YCL001W	RER1	Golgi vesicle transport
YCL057W	PRD1	Golgi apparatus
YCR043C	YCR043C	Golgi apparatus
YCR067C	SED4	Golgi vesicle transport
YCR094W	CDC50	Golgi apparatus
YDL010W	GRX6	Golgi apparatus
YDL058W	USO1	Golgi apparatus
YDL058W	USO1	Golgi vesicle transport
YDL099W	BUG1	Golgi vesicle transport
YDL100C	GET3	Golgi vesicle transport
YDL113C	ATG20	Golgi vesicle transport
YDL137W	ARF2	Golgi apparatus
YDL145C	COP1	Golgi apparatus
YDL145C	COP1	Golgi vesicle transport
YDL192W	ARF1	Golgi apparatus
YDL192W	ARF1	Golgi vesicle transport
YDL195W	SEC31	Golgi vesicle transport
YDL212W	SHR3	Golgi vesicle transport
YDL226C	GCS1	Golgi apparatus
YDL226C	GCS1	Golgi vesicle transport
YDR027C	VPS54	Golgi apparatus
YDR027C	VPS54	Golgi vesicle transport
YDR084C	TVP23	Golgi apparatus
YDR100W	TVP15	Golgi apparatus
YDR108W	TRS85	Golgi apparatus
YDR108W	TRS85	Golgi vesicle transport
YDR137W	RGP1	Golgi apparatus
YDR141C	DOP1	Golgi apparatus
YDR141C	DOP1	Golgi vesicle transport
YDR153C	ENT5	Golgi vesicle transport
YDR166C	SEC5	Golgi vesicle transport
YDR170C	SEC7	Golgi apparatus
YDR170C	SEC7	Golgi vesicle transport
YDR189W	SLY1	Golgi apparatus
YDR189W	SLY1	Golgi vesicle transport
YDR233C	RTN1	Golgi apparatus
YDR238C	SEC26	Golgi apparatus
YDR238C	SEC26	Golgi vesicle transport
YDR245W	MNN10	Golgi apparatus
YDR246W	TRS23	Golgi apparatus
YDR246W	TRS23	Golgi vesicle transport
YDR264C	AKR1	Golgi apparatus
YDR270W	CCC2	Golgi apparatus
YDR323C	PEP7	Golgi vesicle transport
YDR351W	SBE2	Golgi apparatus
YDR358W	GGA1	Golgi apparatus
YDR358W	GGA1	Golgi vesicle transport
YDR367W	KEI1	Golgi apparatus
YDR372C	VPS74	Golgi apparatus
YDR372C	VPS74	Golgi vesicle transport
YDR373W	FRQ1	Golgi apparatus
YDR407C	TRS120	Golgi apparatus
YDR407C	TRS120	Golgi vesicle transport
YDR456W	NHX1	Golgi apparatus
YDR468C	TLG1	Golgi apparatus
YDR472W	TRS31	Golgi apparatus
YDR472W	TRS31	Golgi vesicle transport
YDR483W	KRE2	Golgi apparatus
YDR484W	VPS52	Golgi apparatus
YDR484W	VPS52	Golgi vesicle transport
YDR498C	SEC20	Golgi vesicle transport
YDR517W	GRH1	Golgi apparatus
YDR517W	GRH1	Golgi vesicle transport
YDR524C	AGE1	Golgi apparatus
YDR524C	AGE1	Golgi vesicle transport
YEL022W	GEA2	Golgi apparatus
YEL022W	GEA2	Golgi vesicle transport
YEL036C	ANP1	Golgi apparatus
YEL042W	GDA1	Golgi apparatus
YEL048C	TCA17	Golgi apparatus
YEL048C	TCA17	Golgi vesicle transport
YER001W	MNN1	Golgi apparatus
YER005W	YND1	Golgi apparatus
YER008C	SEC3	Golgi vesicle transport
YER031C	YPT31	Golgi apparatus
YER031C	YPT31	Golgi vesicle transport
YER074W-A	YOS1	Golgi apparatus
YER074W-A	YOS1	Golgi vesicle transport
YER083C	GET2	Golgi vesicle transport
YER113C	TMN3	Golgi apparatus
YER122C	GLO3	Golgi apparatus
YER122C	GLO3	Golgi vesicle transport
YER125W	RSP5	Golgi apparatus
YER151C	UBP3	Golgi vesicle transport
YER157W	COG3	Golgi apparatus
YER157W	COG3	Golgi vesicle transport
YFL005W	SEC4	Golgi vesicle transport
YFL025C	BST1	Golgi vesicle transport
YFL038C	YPT1	Golgi apparatus
YFL038C	YPT1	Golgi vesicle transport
YFL048C	EMP47	Golgi apparatus
YFL048C	EMP47	Golgi vesicle transport
YFR051C	RET2	Golgi apparatus
YFR051C	RET2	Golgi vesicle transport
YGL002W	ERP6	Golgi vesicle transport
YGL005C	COG7	Golgi apparatus
YGL005C	COG7	Golgi vesicle transport
YGL020C	GET1	Golgi vesicle transport
YGL038C	OCH1	Golgi apparatus
YGL051W	MST27	Golgi apparatus
YGL054C	ERV14	Golgi vesicle transport
YGL095C	VPS45	Golgi apparatus
YGL095C	VPS45	Golgi vesicle transport
YGL098W	USE1	Golgi vesicle transport
YGL137W	SEC27	Golgi apparatus
YGL137W	SEC27	Golgi vesicle transport
YGL145W	TIP20	Golgi vesicle transport
YGL161C	YIP5	Golgi apparatus
YGL167C	PMR1	Golgi apparatus
YGL198W	YIP4	Golgi apparatus
YGL200C	EMP24	Golgi vesicle transport
YGL203C	KEX1	Golgi apparatus
YGL206C	CHC1	Golgi vesicle transport
YGL210W	YPT32	Golgi apparatus
YGL210W	YPT32	Golgi vesicle transport
YGL223C	COG1	Golgi apparatus
YGL223C	COG1	Golgi vesicle transport
YGL225W	VRG4	Golgi apparatus
YGL233W	SEC15	Golgi vesicle transport
YGL257C	MNT2	Golgi apparatus
YGR058W	PEF1	Golgi vesicle transport
YGR120C	COG2	Golgi apparatus
YGR120C	COG2	Golgi vesicle transport
YGR166W	TRS65	Golgi apparatus
YGR166W	TRS65	Golgi vesicle transport
YGR167W	CLC1	Golgi apparatus
YGR172C	YIP1	Golgi apparatus
YGR172C	YIP1	Golgi vesicle transport
YGR202C	PCT1	Golgi apparatus
YGR209C	TRX2	Golgi vesicle transport
YGR261C	APL6	Golgi vesicle transport
YGR284C	ERV29	Golgi vesicle transport
YHL019C	APM2	Golgi apparatus
YHL019C	APM2	Golgi vesicle transport
YHL031C	GOS1	Golgi apparatus
YHL031C	GOS1	Golgi vesicle transport
YHR050W	SMF2	Golgi apparatus
YHR079C	IRE1	Golgi vesicle transport
YHR098C	SFB3	Golgi vesicle transport
YHR108W	GGA2	Golgi apparatus
YHR108W	GGA2	Golgi vesicle transport
YHR123W	EPT1	Golgi apparatus
YHR142W	CHS7	Golgi vesicle transport
YHR181W	SVP26	Golgi apparatus
YHR181W	SVP26	Golgi vesicle transport
YIL004C	BET1	Golgi vesicle transport
YIL014W	MNT3	Golgi apparatus
YIL039W	TED1	Golgi vesicle transport
YIL041W	GVP36	Golgi apparatus
YIL044C	AGE2	Golgi vesicle transport
YIL048W	NEO1	Golgi apparatus
YIL048W	NEO1	Golgi vesicle transport
YIL068C	SEC6	Golgi vesicle transport
YIL076W	SEC28	Golgi apparatus
YIL076W	SEC28	Golgi vesicle transport
YIL085C	KTR7	Golgi apparatus
YIL109C	SEC24	Golgi vesicle transport
YIL173W	VTH1	Golgi vesicle transport
YJL004C	SYS1	Golgi apparatus
YJL004C	SYS1	Golgi vesicle transport
YJL024C	APS3	Golgi vesicle transport
YJL029C	VPS53	Golgi apparatus
YJL029C	VPS53	Golgi vesicle transport
YJL031C	BET4	Golgi vesicle transport
YJL036W	SNX4	Golgi vesicle transport
YJL044C	GYP6	Golgi apparatus
YJL085W	EXO70	Golgi vesicle transport
YJL094C	KHA1	Golgi apparatus
YJL099W	CHS6	Golgi apparatus
YJL099W	CHS6	Golgi vesicle transport
YJL117W	PHO86	Golgi vesicle transport
