cluster	Gene_uniq	Gene.gene_name
transmembrane transporter activity_GO_30_5	YNL070W	TOM7
all_queries	YNL071W	LAT1
all_queries_30_50	YNL071W	LAT1
cofactor metabolic process	YNL071W	LAT1
cofactor metabolic process_GO_30_1	YNL071W	LAT1
metabolic	YNL071W	LAT1
metabolic_GO_30_17	YNL071W	LAT1
mitochondria and respiration	YNL071W	LAT1
mitochondria and respiration_GO_30_10	YNL071W	LAT1
mitochondrion	YNL071W	LAT1
mitochondrion_GO_30_1	YNL071W	LAT1
monocarboxylic acid metabolic process	YNL071W	LAT1
monocarboxylic acid metabolic process_GO_30_2	YNL071W	LAT1
all_queries	YNL072W	RNH201
all_queries_30_49	YNL072W	RNH201
DNA replication	YNL072W	RNH201
DNA replication_GO_30_1	YNL072W	RNH201
RNA catabolic process	YNL072W	RNH201
RNA catabolic process_GO_30_1	YNL072W	RNH201
all_queries	YNL074C	MLF3
all_queries_30_60	YNL074C	MLF3
all_queries	YNL076W	MKS1
all_queries_30_50	YNL076W	MKS1
pseudohyphal growth	YNL076W	MKS1
transcription	YNL076W	MKS1
transcription and mRNA processing	YNL076W	MKS1
transcription and mRNA processing_GO_30_2	YNL076W	MKS1
transcription from RNA polymerase II promoter	YNL076W	MKS1
transcription from RNA polymerase II promoter_GO_30_3	YNL076W	MKS1
transcription_GO_30_5	YNL076W	MKS1
all_queries	YNL077W	APJ1
all_queries_30_34	YNL077W	APJ1
mitochondria and respiration	YNL077W	APJ1
mitochondria and respiration_GO_30_15	YNL077W	APJ1
mitochondrion	YNL077W	APJ1
mitochondrion_GO_30_1	YNL077W	APJ1
peptidyl-amino acid modification	YNL077W	APJ1
peptidyl-amino acid modification_GO_30_2	YNL077W	APJ1
protein modification by small protein conjugation or removal	YNL077W	APJ1
protein modification by small protein conjugation or removal_GO_30_3	YNL077W	APJ1
all_queries	YNL078W	NIS1
all_queries_30_17	YNL078W	NIS1
budding	YNL078W	NIS1
budding_GO_30_2	YNL078W	NIS1
cell cycle	YNL078W	NIS1
cell cycle_GO_30_4	YNL078W	NIS1
cellular bud	YNL078W	NIS1
cellular bud_GO_30_1	YNL078W	NIS1
mitotic cell cycle	YNL078W	NIS1
mitotic cell cycle_GO_30_2	YNL078W	NIS1
organelle fission	YNL078W	NIS1
organelle fission_GO_30_5	YNL078W	NIS1
regulation of cell cycle	YNL078W	NIS1
regulation of cell cycle_GO_30_3	YNL078W	NIS1
regulation of organelle organization	YNL078W	NIS1
regulation of organelle organization_GO_30_1	YNL078W	NIS1
site of polarized growth	YNL078W	NIS1
site of polarized growth_GO_30_1	YNL078W	NIS1
all_queries	YNL079C	TPM1
all_queries_30_25	YNL079C	TPM1
budding	YNL079C	TPM1
budding_GO_30_4	YNL079C	TPM1
cell budding	YNL079C	TPM1
cell budding_GO_30_1	YNL079C	TPM1
cell cortex	YNL079C	TPM1
cell cortex_GO_30_1	YNL079C	TPM1
cellular bud	YNL079C	TPM1
cellular bud_GO_30_3	YNL079C	TPM1
cytoskeletal protein binding	YNL079C	TPM1
cytoskeletal protein binding_GO_30_1	YNL079C	TPM1
cytoskeleton	YNL079C	TPM1
cytoskeleton and microtubules	YNL079C	TPM1
cytoskeleton and microtubules_GO_30_7	YNL079C	TPM1
cytoskeleton organization	YNL079C	TPM1
cytoskeleton organization_GO_30_1	YNL079C	TPM1
cytoskeleton_GO_30_1	YNL079C	TPM1
mitochondria and respiration	YNL079C	TPM1
mitochondria and respiration_GO_30_1	YNL079C	TPM1
mitochondrion organization	YNL079C	TPM1
mitochondrion organization_GO_30_1	YNL079C	TPM1
organelle inheritance	YNL079C	TPM1
organelle inheritance_GO_30_1	YNL079C	TPM1
pseudohyphal growth	YNL079C	TPM1
site of polarized growth	YNL079C	TPM1
site of polarized growth_GO_30_4	YNL079C	TPM1
vacuole organization	YNL079C	TPM1
vacuole organization_GO_30_2	YNL079C	TPM1
vacuoles	YNL079C	TPM1
vacuoles_GO_30_5	YNL079C	TPM1
all_queries	YNL080C	EOS1
all_queries_30_38	YNL080C	EOS1
endomembrane system	YNL080C	EOS1
endomembrane system_GO_30_8	YNL080C	EOS1
endoplasmic reticulum	YNL080C	EOS1
endoplasmic reticulum_GO_30_12	YNL080C	EOS1
ER	YNL080C	EOS1
ER_GO_30_12	YNL080C	EOS1
Golgi and ER	YNL080C	EOS1
Golgi and ER_GO_30_6	YNL080C	EOS1
response to oxidative stress	YNL080C	EOS1
response to oxidative stress_GO_30_1	YNL080C	EOS1
all_queries	YNL081C	SWS2
all_queries_30_3	YNL081C	SWS2
mitochondria and respiration	YNL081C	SWS2
mitochondria and respiration_GO_30_1	YNL081C	SWS2
mitochondrion organization	YNL081C	SWS2
mitochondrion organization_GO_30_1	YNL081C	SWS2
ribosome	YNL081C	SWS2
ribosome_GO_30_2	YNL081C	SWS2
ribosomes and translation	YNL081C	SWS2
ribosomes and translation_GO_30_1	YNL081C	SWS2
structural constituent of ribosome	YNL081C	SWS2
structural constituent of ribosome_GO_30_2	YNL081C	SWS2
all_queries	YNL082W	PMS1
all_queries_30_17	YNL082W	PMS1
budding	YNL082W	PMS1
budding_GO_30_3	YNL082W	PMS1
cell cycle	YNL082W	PMS1
cell cycle_GO_30_2	YNL082W	PMS1
cellular response to DNA damage stimulus	YNL082W	PMS1
cellular response to DNA damage stimulus_GO_30_1	YNL082W	PMS1
DNA repair	YNL082W	PMS1
DNA repair_GO_30_3	YNL082W	PMS1
meiotic cell cycle	YNL082W	PMS1
meiotic cell cycle_GO_30_2	YNL082W	PMS1
organelle fission	YNL082W	PMS1
organelle fission_GO_30_1	YNL082W	PMS1
all_queries	YNL083W	SAL1
all_queries_30_7	YNL083W	SAL1
ion transport	YNL083W	SAL1
ion transport_GO_30_1	YNL083W	SAL1
mitochondria and respiration	YNL083W	SAL1
mitochondria and respiration_GO_30_6	YNL083W	SAL1
mitochondrial envelope	YNL083W	SAL1
mitochondrial envelope_GO_30_1	YNL083W	SAL1
mitochondrion	YNL083W	SAL1
mitochondrion_GO_30_2	YNL083W	SAL1
nucleobase-containing compound transport	YNL083W	SAL1
nucleobase-containing compound transport_GO_30_1	YNL083W	SAL1
transmembrane transporter activity	YNL083W	SAL1
transmembrane transporter activity_GO_30_5	YNL083W	SAL1
all_queries	YNL085W	MKT1
all_queries_30_44	YNL085W	MKT1
cellular response to DNA damage stimulus	YNL085W	MKT1
cellular response to DNA damage stimulus_GO_30_1	YNL085W	MKT1
all_queries	YNL086W	SNN1
all_queries_30_38	YNL086W	SNN1
cytoplasmic vesicle	YNL086W	SNN1
cytoplasmic vesicle_GO_30_3	YNL086W	SNN1
endomembrane system	YNL086W	SNN1
endomembrane system_GO_30_12	YNL086W	SNN1
Golgi and ER	YNL086W	SNN1
Golgi and ER_GO_30_3	YNL086W	SNN1
vesicle organization	YNL086W	SNN1
vesicle organization_GO_30_1	YNL086W	SNN1
all_queries	YNL087W	TCB2
all_queries_30_28	YNL087W	TCB2
budding	YNL087W	TCB2
budding_GO_30_1	YNL087W	TCB2
cell cortex	YNL087W	TCB2
cell cortex_GO_30_2	YNL087W	TCB2
cellular bud	YNL087W	TCB2
cellular bud_GO_30_2	YNL087W	TCB2
endomembrane system	YNL087W	TCB2
endomembrane system_GO_30_2	YNL087W	TCB2
endoplasmic reticulum	YNL087W	TCB2
endoplasmic reticulum_GO_30_5	YNL087W	TCB2
ER	YNL087W	TCB2
ER_GO_30_5	YNL087W	TCB2
Golgi and ER	YNL087W	TCB2
Golgi and ER_GO_30_12	YNL087W	TCB2
lipid binding	YNL087W	TCB2
lipid binding_GO_30_1	YNL087W	TCB2
lipid metabolic process	YNL087W	TCB2
lipid metabolic process_GO_30_4	YNL087W	TCB2
lipids	YNL087W	TCB2
lipids_GO_30_3	YNL087W	TCB2
metabolic	YNL087W	TCB2
metabolic_GO_30_10	YNL087W	TCB2
all_queries	YNL090W	RHO2
all_queries_30_14	YNL090W	RHO2
cell wall organization or biogenesis	YNL090W	RHO2
cell wall organization or biogenesis_GO_30_2	YNL090W	RHO2
cytoskeleton and microtubules	YNL090W	RHO2
cytoskeleton and microtubules_GO_30_7	YNL090W	RHO2
cytoskeleton organization	YNL090W	RHO2
cytoskeleton organization_GO_30_1	YNL090W	RHO2
all_queries	YNL091W	NST1
all_queries_30_2	YNL091W	NST1
response to osmotic stress	YNL091W	NST1
response to osmotic stress_GO_30_2	YNL091W	NST1
all_queries	YNL092W	YNL092W
all_queries_30_29	YNL092W	YNL092W
all_queries	YNL093W	YPT53
all_queries_30_35	YNL093W	YPT53
cytoplasmic vesicle	YNL093W	YPT53
cytoplasmic vesicle_GO_30_1	YNL093W	YPT53
endocytosis	YNL093W	YPT53
endocytosis_GO_30_1	YNL093W	YPT53
endomembrane system	YNL093W	YPT53
endomembrane system_GO_30_10	YNL093W	YPT53
endosomal transport	YNL093W	YPT53
endosomal transport_GO_30_1	YNL093W	YPT53
Golgi	YNL093W	YPT53
Golgi and ER	YNL093W	YPT53
Golgi and ER_GO_30_4	YNL093W	YPT53
Golgi vesicle transport	YNL093W	YPT53
Golgi_GO_30_4	YNL093W	YPT53
protein targeting	YNL093W	YPT53
protein targeting_GO_30_2	YNL093W	YPT53
all_queries	YNL094W	APP1
all_queries_30_83	YNL094W	APP1
cell cortex	YNL094W	APP1
cytoskeleton	YNL094W	APP1
cytoskeleton and microtubules	YNL094W	APP1
cytoskeleton and microtubules_GO_30_2	YNL094W	APP1
cytoskeleton organization	YNL094W	APP1
cytoskeleton organization_GO_30_1	YNL094W	APP1
cytoskeleton_GO_30_1	YNL094W	APP1
lipid metabolic process	YNL094W	APP1
lipid metabolic process_GO_30_6	YNL094W	APP1
lipids	YNL094W	APP1
lipids_GO_30_4	YNL094W	APP1
metabolic	YNL094W	APP1
metabolic_GO_30_12	YNL094W	APP1
all_queries	YNL095C	YNL095C
all_queries_30_80	YNL095C	YNL095C
endomembrane system	YNL095C	YNL095C
endomembrane system_GO_30_10	YNL095C	YNL095C
endoplasmic reticulum	YNL095C	YNL095C
endoplasmic reticulum_GO_30_3	YNL095C	YNL095C
ER	YNL095C	YNL095C
ER_GO_30_3	YNL095C	YNL095C
Golgi and ER	YNL095C	YNL095C
Golgi and ER_GO_30_4	YNL095C	YNL095C
all_queries	YNL096C	RPS7B
all_queries_30_24	YNL096C	RPS7B
cytoplasmic translation	YNL096C	RPS7B
cytoplasmic translation_GO_30_1	YNL096C	RPS7B
ribosome	YNL096C	RPS7B
ribosome_GO_30_1	YNL096C	RPS7B
ribosomes and translation	YNL096C	RPS7B
ribosomes and translation_GO_30_5	YNL096C	RPS7B
structural constituent of ribosome	YNL096C	RPS7B
structural constituent of ribosome_GO_30_1	YNL096C	RPS7B
all_queries	YNL097C	PHO23
all_queries_30_21	YNL097C	PHO23
chromatin	YNL097C	PHO23
chromatin organization	YNL097C	PHO23
chromatin organization_GO_30_1	YNL097C	PHO23
chromatin_GO_30_3	YNL097C	PHO23
chromosome	YNL097C	PHO23
chromosome_GO_30_4	YNL097C	PHO23
invasive growth in response to glucose limitation	YNL097C	PHO23
invasive growth in response to glucose limitation_GO_30_1	YNL097C	PHO23
response to heat	YNL097C	PHO23
response to heat_GO_30_1	YNL097C	PHO23
transcription	YNL097C	PHO23
transcription and mRNA processing	YNL097C	PHO23
transcription and mRNA processing_GO_30_2	YNL097C	PHO23
transcription from RNA polymerase II promoter	YNL097C	PHO23
transcription from RNA polymerase II promoter_GO_30_4	YNL097C	PHO23
transcription_GO_30_6	YNL097C	PHO23
all_queries	YNL098C	RAS2
all_queries_30_29	YNL098C	RAS2
budding	YNL098C	RAS2
budding_GO_30_5	YNL098C	RAS2
cell cycle	YNL098C	RAS2
cell cycle_GO_30_6	YNL098C	RAS2
endomembrane system	YNL098C	RAS2
endomembrane system_GO_30_13	YNL098C	RAS2
endoplasmic reticulum	YNL098C	RAS2
endoplasmic reticulum_GO_30_3	YNL098C	RAS2
ER	YNL098C	RAS2
ER_GO_30_3	YNL098C	RAS2
Golgi and ER	YNL098C	RAS2
Golgi and ER_GO_30_4	YNL098C	RAS2
meiotic cell cycle	YNL098C	RAS2
meiotic cell cycle_GO_30_2	YNL098C	RAS2
metabolic	YNL098C	RAS2
metabolic_GO_30_7	YNL098C	RAS2
mitochondria and respiration	YNL098C	RAS2
mitochondria and respiration_GO_30_4	YNL098C	RAS2
mitochondrion	YNL098C	RAS2
mitochondrion_GO_30_14	YNL098C	RAS2
nucleobase-containing small molecule metabolic process	YNL098C	RAS2
nucleobase-containing small molecule metabolic process_GO_30_2	YNL098C	RAS2
protein targeting	YNL098C	RAS2
protein targeting_GO_30_3	YNL098C	RAS2
pseudohyphal growth	YNL098C	RAS2
sporulation	YNL098C	RAS2
sporulation_GO_30_1	YNL098C	RAS2
all_queries	YNL099C	OCA1
all_queries_30_79	YNL099C	OCA1
response to oxidative stress	YNL099C	OCA1
response to oxidative stress_GO_30_1	YNL099C	OCA1
all_queries	YNL100W	MIC27
all_queries_30_73	YNL100W	MIC27
mitochondria and respiration	YNL100W	MIC27
mitochondria and respiration_GO_30_7	YNL100W	MIC27
mitochondrial envelope	YNL100W	MIC27
mitochondrial envelope_GO_30_3	YNL100W	MIC27
mitochondrion	YNL100W	MIC27
mitochondrion organization	YNL100W	MIC27
mitochondrion organization_GO_30_4	YNL100W	MIC27
mitochondrion_GO_30_9	YNL100W	MIC27
vacuole	YNL100W	MIC27
vacuole_GO_30_2	YNL100W	MIC27
vacuoles	YNL100W	MIC27
vacuoles_GO_30_6	YNL100W	MIC27
all_queries	YNL101W	AVT4
all_queries_30_18	YNL101W	AVT4
ion transport	YNL101W	AVT4
ion transport_GO_30_3	YNL101W	AVT4
transmembrane transport	YNL101W	AVT4
transmembrane transport_GO_30_4	YNL101W	AVT4
transmembrane transporter activity	YNL101W	AVT4
transmembrane transporter activity_GO_30_5	YNL101W	AVT4
vacuole	YNL101W	AVT4
vacuole_GO_30_2	YNL101W	AVT4
vacuoles	YNL101W	AVT4
vacuoles_GO_30_1	YNL101W	AVT4
all_queries	YNL102W_TSQ344	POL1
all_queries_30_14	YNL102W_TSQ344	POL1
cell cycle	YNL102W_TSQ344	POL1
cell cycle_GO_30_5	YNL102W_TSQ344	POL1
cellular response to DNA damage stimulus	YNL102W_TSQ344	POL1
cellular response to DNA damage stimulus_GO_30_3	YNL102W_TSQ344	POL1
chromosome	YNL102W_TSQ344	POL1
chromosome_GO_30_1	YNL102W_TSQ344	POL1
DNA repair	YNL102W_TSQ344	POL1
DNA repair_GO_30_2	YNL102W_TSQ344	POL1
DNA replication	YNL102W_TSQ344	POL1
DNA replication_GO_30_1	YNL102W_TSQ344	POL1
meiotic cell cycle	YNL102W_TSQ344	POL1
meiotic cell cycle_GO_30_1	YNL102W_TSQ344	POL1
mitochondria and respiration	YNL102W_TSQ344	POL1
mitochondria and respiration_GO_30_12	YNL102W_TSQ344	POL1
mitochondrion	YNL102W_TSQ344	POL1
mitochondrion_GO_30_1	YNL102W_TSQ344	POL1
all_queries	YNL104C	LEU4
all_queries_30_70	YNL104C	LEU4
cellular amino acid metabolic process	YNL104C	LEU4
cellular amino acid metabolic process_GO_30_2	YNL104C	LEU4
metabolic	YNL104C	LEU4
metabolic_GO_30_9	YNL104C	LEU4
mitochondria and respiration	YNL104C	LEU4
mitochondria and respiration_GO_30_1	YNL104C	LEU4
mitochondrion	YNL104C	LEU4
mitochondrion_GO_30_8	YNL104C	LEU4
all_queries	YNL106C	INP52
all_queries_30_38	YNL106C	INP52
cell cortex	YNL106C	INP52
cell cortex_GO_30_1	YNL106C	INP52
cytoskeleton	YNL106C	INP52
cytoskeleton and microtubules	YNL106C	INP52
cytoskeleton and microtubules_GO_30_3	YNL106C	INP52
cytoskeleton_GO_30_1	YNL106C	INP52
lipid metabolic process	YNL106C	INP52
lipid metabolic process_GO_30_1	YNL106C	INP52
lipids	YNL106C	INP52
lipids_GO_30_3	YNL106C	INP52
metabolic	YNL106C	INP52
metabolic_GO_30_4	YNL106C	INP52
site of polarized growth	YNL106C	INP52
site of polarized growth_GO_30_3	YNL106C	INP52
all_queries	YNL107W	YAF9
all_queries_30_31	YNL107W	YAF9
cellular response to DNA damage stimulus	YNL107W	YAF9
cellular response to DNA damage stimulus_GO_30_2	YNL107W	YAF9
chromatin	YNL107W	YAF9
chromatin organization	YNL107W	YAF9
chromatin organization_GO_30_2	YNL107W	YAF9
chromatin_GO_30_4	YNL107W	YAF9
chromosome	YNL107W	YAF9
chromosome_GO_30_2	YNL107W	YAF9
DNA repair	YNL107W	YAF9
all_queries	YNL108C	YNL108C
all_queries_30_30	YNL108C	YNL108C
all_queries	YNL111C	CYB5
all_queries_30_39	YNL111C	CYB5
endomembrane system	YNL111C	CYB5
endomembrane system_GO_30_12	YNL111C	CYB5
endoplasmic reticulum	YNL111C	CYB5
endoplasmic reticulum_GO_30_6	YNL111C	CYB5
ER	YNL111C	CYB5
ER_GO_30_6	YNL111C	CYB5
Golgi and ER	YNL111C	CYB5
Golgi and ER_GO_30_7	YNL111C	CYB5
lipid metabolic process	YNL111C	CYB5
lipid metabolic process_GO_30_3	YNL111C	CYB5
lipids	YNL111C	CYB5
lipids_GO_30_1	YNL111C	CYB5
metabolic	YNL111C	CYB5
metabolic_GO_30_15	YNL111C	CYB5
all_queries	YNL113W_DAMP	RPC19
all_queries_30_60	YNL113W_DAMP	RPC19
nucleolus	YNL113W_DAMP	RPC19
transcription	YNL113W_DAMP	RPC19
transcription and mRNA processing	YNL113W_DAMP	RPC19
transcription and mRNA processing_GO_30_3	YNL113W_DAMP	RPC19
transcription_GO_30_6	YNL113W_DAMP	RPC19
all_queries	YNL115C	YNL115C
all_queries_30_70	YNL115C	YNL115C
vacuole	YNL115C	YNL115C
vacuole_GO_30_4	YNL115C	YNL115C
vacuoles	YNL115C	YNL115C
vacuoles_GO_30_9	YNL115C	YNL115C
all_queries	YNL116W	DMA2
all_queries_30_78	YNL116W	DMA2
budding	YNL116W	DMA2
budding_GO_30_3	YNL116W	DMA2
cell cortex	YNL116W	DMA2
cell cortex_GO_30_2	YNL116W	DMA2
cell cycle	YNL116W	DMA2
cell cycle_GO_30_2	YNL116W	DMA2
cellular bud	YNL116W	DMA2
cellular bud_GO_30_1	YNL116W	DMA2
chromatin	YNL116W	DMA2
chromatin_GO_30_7	YNL116W	DMA2
chromosome segregation	YNL116W	DMA2
cytokinesis	YNL116W	DMA2
cytoskeleton	YNL116W	DMA2
cytoskeleton and microtubules	YNL116W	DMA2
cytoskeleton and microtubules_GO_30_2	YNL116W	DMA2
cytoskeleton organization	YNL116W	DMA2
cytoskeleton_GO_30_3	YNL116W	DMA2
mitotic cell cycle	YNL116W	DMA2
mitotic cell cycle_GO_30_3	YNL116W	DMA2
organelle assembly	YNL116W	DMA2
organelle assembly_GO_30_2	YNL116W	DMA2
organelle fission	YNL116W	DMA2
organelle fission_GO_30_5	YNL116W	DMA2
protein modification by small protein conjugation or removal	YNL116W	DMA2
protein modification by small protein conjugation or removal_GO_30_2	YNL116W	DMA2
proteolysis involved in cellular protein catabolic process	YNL116W	DMA2
proteolysis involved in cellular protein catabolic process_GO_30_1	YNL116W	DMA2
regulation of cell cycle	YNL116W	DMA2
regulation of cell cycle_GO_30_3	YNL116W	DMA2
regulation of organelle organization	YNL116W	DMA2
regulation of organelle organization_GO_30_2	YNL116W	DMA2
site of polarized growth	YNL116W	DMA2
site of polarized growth_GO_30_1	YNL116W	DMA2
all_queries	YNL118C_TSQ743	DCP2
all_queries_30_9	YNL118C_TSQ743	DCP2
chromatin	YNL118C_TSQ743	DCP2
chromatin binding	YNL118C_TSQ743	DCP2
chromatin binding_GO_30_2	YNL118C_TSQ743	DCP2
chromatin_GO_30_1	YNL118C_TSQ743	DCP2
mRNA binding	YNL118C_TSQ743	DCP2
mRNA binding_GO_30_2	YNL118C_TSQ743	DCP2
organelle assembly	YNL118C_TSQ743	DCP2
organelle assembly_GO_30_1	YNL118C_TSQ743	DCP2
RNA catabolic process	YNL118C_TSQ743	DCP2
RNA catabolic process_GO_30_2	YNL118C_TSQ743	DCP2
transcription	YNL118C_TSQ743	DCP2
transcription and mRNA processing	YNL118C_TSQ743	DCP2
transcription and mRNA processing_GO_30_7	YNL118C_TSQ743	DCP2
transcription from RNA polymerase II promoter	YNL118C_TSQ743	DCP2
transcription from RNA polymerase II promoter_GO_30_3	YNL118C_TSQ743	DCP2
transcription_GO_30_7	YNL118C_TSQ743	DCP2
all_queries	YNL119W	NCS2
all_queries_30_6	YNL119W	NCS2
invasive growth in response to glucose limitation	YNL119W	NCS2
invasive growth in response to glucose limitation_GO_30_1	YNL119W	NCS2
protein modification by small protein conjugation or removal	YNL119W	NCS2
protein modification by small protein conjugation or removal_GO_30_2	YNL119W	NCS2
pseudohyphal growth	YNL119W	NCS2
ribosomes and translation	YNL119W	NCS2
ribosomes and translation_GO_30_3	YNL119W	NCS2
RNA modification	YNL119W	NCS2
RNA modification_GO_30_1	YNL119W	NCS2
transcription and mRNA processing	YNL119W	NCS2
transcription and mRNA processing_GO_30_4	YNL119W	NCS2
tRNA processing	YNL119W	NCS2
all_queries	YNL121C	TOM70
all_queries_30_14	YNL121C	TOM70
mitochondria and respiration	YNL121C	TOM70
mitochondria and respiration_GO_30_14	YNL121C	TOM70
mitochondrial envelope	YNL121C	TOM70
mitochondrial envelope_GO_30_1	YNL121C	TOM70
mitochondrion	YNL121C	TOM70
mitochondrion organization	YNL121C	TOM70
mitochondrion organization_GO_30_2	YNL121C	TOM70
mitochondrion_GO_30_12	YNL121C	TOM70
protein targeting	YNL121C	TOM70
protein targeting_GO_30_3	YNL121C	TOM70
transmembrane transport	YNL121C	TOM70
transmembrane transport_GO_30_2	YNL121C	TOM70
transmembrane transporter activity	YNL121C	TOM70
transmembrane transporter activity_GO_30_3	YNL121C	TOM70
all_queries	YNL122C	YNL122C
all_queries_30_27	YNL122C	YNL122C
mitochondria and respiration	YNL122C	YNL122C
mitochondria and respiration_GO_30_4	YNL122C	YNL122C
mitochondrion	YNL122C	YNL122C
mitochondrion organization	YNL122C	YNL122C
mitochondrion organization_GO_30_1	YNL122C	YNL122C
mitochondrion_GO_30_1	YNL122C	YNL122C
ribosome	YNL122C	YNL122C
ribosome_GO_30_2	YNL122C	YNL122C
ribosomes and translation	YNL122C	YNL122C
ribosomes and translation_GO_30_2	YNL122C	YNL122C
structural constituent of ribosome	YNL122C	YNL122C
structural constituent of ribosome_GO_30_2	YNL122C	YNL122C
all_queries	YNL123W	NMA111
all_queries_30_48	YNL123W	NMA111
lipid metabolic process	YNL123W	NMA111
lipid metabolic process_GO_30_6	YNL123W	NMA111
lipids	YNL123W	NMA111
lipids_GO_30_5	YNL123W	NMA111
metabolic	YNL123W	NMA111
metabolic_GO_30_3	YNL123W	NMA111
response to heat	YNL123W	NMA111
all_queries	YNL125C	ESBP6
all_queries_30_17	YNL125C	ESBP6
endomembrane system	YNL125C	ESBP6
endomembrane system_GO_30_9	YNL125C	ESBP6
endoplasmic reticulum	YNL125C	ESBP6
endoplasmic reticulum_GO_30_3	YNL125C	ESBP6
ER	YNL125C	ESBP6
ER_GO_30_3	YNL125C	ESBP6
Golgi and ER	YNL125C	ESBP6
Golgi and ER_GO_30_2	YNL125C	ESBP6
mitochondria and respiration	YNL125C	ESBP6
mitochondria and respiration_GO_30_1	YNL125C	ESBP6
mitochondrion	YNL125C	ESBP6
mitochondrion_GO_30_3	YNL125C	ESBP6
all_queries	YNL127W	FAR11
all_queries_30_15	YNL127W	FAR11
cell cycle	YNL127W	FAR11
cell cycle_GO_30_1	YNL127W	FAR11
cellular response to DNA damage stimulus	YNL127W	FAR11
cellular response to DNA damage stimulus_GO_30_1	YNL127W	FAR11
endomembrane system	YNL127W	FAR11
endomembrane system_GO_30_10	YNL127W	FAR11
endoplasmic reticulum	YNL127W	FAR11
endoplasmic reticulum_GO_30_7	YNL127W	FAR11
ER	YNL127W	FAR11
ER_GO_30_7	YNL127W	FAR11
Golgi	YNL127W	FAR11
Golgi and ER	YNL127W	FAR11
Golgi and ER_GO_30_11	YNL127W	FAR11
Golgi apparatus	YNL127W	FAR11
Golgi apparatus_GO_30_1	YNL127W	FAR11
Golgi_GO_30_1	YNL127W	FAR11
mitotic cell cycle	YNL127W	FAR11
mitotic cell cycle_GO_30_2	YNL127W	FAR11
regulation of cell cycle	YNL127W	FAR11
regulation of cell cycle_GO_30_2	YNL127W	FAR11
all_queries	YNL128W	TEP1
all_queries_30_80	YNL128W	TEP1
budding	YNL128W	TEP1
budding_GO_30_2	YNL128W	TEP1
cell cycle	YNL128W	TEP1
cell cycle_GO_30_1	YNL128W	TEP1
cell wall organization or biogenesis	YNL128W	TEP1
cell wall organization or biogenesis_GO_30_4	YNL128W	TEP1
meiotic cell cycle	YNL128W	TEP1
meiotic cell cycle_GO_30_5	YNL128W	TEP1
sporulation	YNL128W	TEP1
sporulation_GO_30_1	YNL128W	TEP1
all_queries	YNL129W	NRK1
all_queries_30_9	YNL129W	NRK1
cofactor metabolic process	YNL129W	NRK1
cofactor metabolic process_GO_30_2	YNL129W	NRK1
metabolic	YNL129W	NRK1
metabolic_GO_30_7	YNL129W	NRK1
nucleobase-containing small molecule metabolic process	YNL129W	NRK1
nucleobase-containing small molecule metabolic process_GO_30_1	YNL129W	NRK1
vacuole	YNL129W	NRK1
vacuole_GO_30_2	YNL129W	NRK1
vacuoles	YNL129W	NRK1
vacuoles_GO_30_7	YNL129W	NRK1
all_queries	YNL130C	CPT1
all_queries_30_27	YNL130C	CPT1
endomembrane system	YNL130C	CPT1
endomembrane system_GO_30_12	YNL130C	CPT1
endoplasmic reticulum	YNL130C	CPT1
endoplasmic reticulum_GO_30_4	YNL130C	CPT1
ER	YNL130C	CPT1
ER_GO_30_4	YNL130C	CPT1
Golgi	YNL130C	CPT1
Golgi and ER	YNL130C	CPT1
Golgi and ER_GO_30_15	YNL130C	CPT1
Golgi apparatus	YNL130C	CPT1
Golgi apparatus_GO_30_3	YNL130C	CPT1
Golgi_GO_30_3	YNL130C	CPT1
lipid metabolic process	YNL130C	CPT1
lipid metabolic process_GO_30_3	YNL130C	CPT1
lipids	YNL130C	CPT1
lipids_GO_30_5	YNL130C	CPT1
metabolic	YNL130C	CPT1
metabolic_GO_30_14	YNL130C	CPT1
mitochondria and respiration	YNL130C	CPT1
mitochondria and respiration_GO_30_13	YNL130C	CPT1
mitochondrial envelope	YNL130C	CPT1
mitochondrial envelope_GO_30_3	YNL130C	CPT1
mitochondrion	YNL130C	CPT1
mitochondrion_GO_30_7	YNL130C	CPT1
all_queries	YNL134C	YNL134C
all_queries_30_16	YNL134C	YNL134C
all_queries	YNL135C	FPR1
all_queries_30_62	YNL135C	FPR1
cellular amino acid metabolic process	YNL135C	FPR1
cellular amino acid metabolic process_GO_30_2	YNL135C	FPR1
chromatin	YNL135C	FPR1
chromatin organization	YNL135C	FPR1
chromatin organization_GO_30_4	YNL135C	FPR1
chromatin_GO_30_5	YNL135C	FPR1
metabolic	YNL135C	FPR1
metabolic_GO_30_3	YNL135C	FPR1
mitochondria and respiration	YNL135C	FPR1
mitochondria and respiration_GO_30_12	YNL135C	FPR1
mitochondrion	YNL135C	FPR1
mitochondrion_GO_30_4	YNL135C	FPR1
all_queries	YNL136W	EAF7
all_queries_30_31	YNL136W	EAF7
cellular response to DNA damage stimulus	YNL136W	EAF7
cellular response to DNA damage stimulus_GO_30_1	YNL136W	EAF7
chromatin	YNL136W	EAF7
chromatin organization	YNL136W	EAF7
chromatin organization_GO_30_6	YNL136W	EAF7
chromatin_GO_30_3	YNL136W	EAF7
DNA repair	YNL136W	EAF7
DNA repair_GO_30_1	YNL136W	EAF7
histone modification	YNL136W	EAF7
