cluster	Gene_uniq	Gene.gene_name
mitochondria and respiration	YNR002C	ATO2
mitochondria and respiration	YNR007C	ATG3
mitochondria and respiration	YNR016C_DAmP	ACC1
mitochondria and respiration	YNR018W	RCF2
mitochondria and respiration	YNR020C	ATP23
mitochondria and respiration	YNR022C	MRPL50
mitochondria and respiration	YNR035C_TSQ470	ARC35
mitochondria and respiration	YNR040W	YNR040W
mitochondria and respiration	YNR041C	COQ2
mitochondria and respiration	YNR055C	HOL1
mitochondria and respiration	YNR074C	AIF1
mitochondria and respiration	YOL008W	COQ10
mitochondria and respiration	YOL009C	MDM12
mitochondria and respiration	YOL021C_DAMP	DIS3
mitochondria and respiration	YOL025W	LAG2
mitochondria and respiration	YOL027C	MDM38
mitochondria and respiration	YOL042W	NGL1
mitochondria and respiration	YOL045W	PSK2
mitochondria and respiration	YOL053W	AIM39
mitochondria and respiration	YOL059W	GPD2
mitochondria and respiration	YOL060C	MAM3
mitochondria and respiration	YOL071W	SDH5
mitochondria and respiration	YOL077W-A	ATP19
mitochondria and respiration	YOL081W	IRA2
mitochondria and respiration	YOL089C	HAL9
mitochondria and respiration	YOL095C	HMI1
mitochondria and respiration	YOL109W	ZEO1
mitochondria and respiration	YOL114C	YOL114C
mitochondria and respiration	YOL129W	VPS68
mitochondria and respiration	YOL141W	PPM2
mitochondria and respiration	YOR002W	ALG6
mitochondria and respiration	YOR011W	AUS1
mitochondria and respiration	YOR017W	PET127
mitochondria and respiration	YOR019W	YOR019W
mitochondria and respiration	YOR022C	YOR022C
mitochondria and respiration	YOR027W	STI1
mitochondria and respiration	YOR037W	CYC2
mitochondria and respiration	YOR040W	GLO4
mitochondria and respiration	YOR043W	WHI2
mitochondria and respiration	YOR045W	TOM6
mitochondria and respiration	YOR065W	CYT1
mitochondria and respiration	YOR070C	GYP1
mitochondria and respiration	YOR086C	TCB1
mitochondria and respiration	YOR089C	VPS21
mitochondria and respiration	YOR090C	PTC5
mitochondria and respiration	YOR100C	CRC1
mitochondria and respiration	YOR108W	LEU9
mitochondria and respiration	YOR125C	CAT5
mitochondria and respiration	YOR136W	IDH2
mitochondria and respiration	YOR142W	LSC1
mitochondria and respiration	YOR144C	ELG1
mitochondria and respiration	YOR153W	PDR5
mitochondria and respiration	YOR188W	MSB1
mitochondria and respiration	YOR191W	ULS1
mitochondria and respiration	YOR196C	LIP5
mitochondria and respiration	YOR211C	MGM1
mitochondria and respiration	YOR215C	AIM41
mitochondria and respiration	YOR221C	MCT1
mitochondria and respiration	YOR222W	ODC2
mitochondria and respiration	YOR226C	ISU2
mitochondria and respiration	YOR227W	HER1
mitochondria and respiration	YOR228C	MCP1
mitochondria and respiration	YOR232W_TSQ505	MGE1
mitochondria and respiration	YOR236W_DAMP	DFR1
mitochondria and respiration	YOR246C	ENV9
mitochondria and respiration	YOR251C	TUM1
mitochondria and respiration	YOR254C_TSQ231	SEC63
mitochondria and respiration	YOR266W	PNT1
mitochondria and respiration	YOR271C	FSF1
mitochondria and respiration	YOR274W	MOD5
mitochondria and respiration	YOR285W	RDL1
mitochondria and respiration	YOR286W	RDL2
mitochondria and respiration	YOR297C	TIM18
mitochondria and respiration	YOR298C-A	MBF1
mitochondria and respiration	YOR316C	COT1
mitochondria and respiration	YOR317W	FAA1
mitochondria and respiration	YOR326W_TSQ337	MYO2
mitochondria and respiration	YOR330C	MIP1
mitochondria and respiration	YOR334W	MRS2
mitochondria and respiration	YOR335C_TSQ908	ALA1
mitochondria and respiration	YOR346W	REV1
mitochondria and respiration	YOR347C	PYK2
mitochondria and respiration	YOR350C	MNE1
mitochondria and respiration	YOR354C	MSC6
mitochondria and respiration	YOR355W	GDS1
mitochondria and respiration	YOR356W	CIR2
mitochondria and respiration	YOR358W	HAP5
mitochondria and respiration	YOR374W	ALD4
mitochondria and respiration	YOR384W	FRE5
mitochondria and respiration	YOR386W	PHR1
mitochondria and respiration	YPL004C	LSP1
mitochondria and respiration	YPL029W	SUV3
mitochondria and respiration	YPL033C	SRL4
mitochondria and respiration	YPL036W	PMA2
mitochondria and respiration	YPL041C	MRX11
mitochondria and respiration	YPL060W	MFM1
mitochondria and respiration	YPL061W	ALD6
mitochondria and respiration	YPL069C	BTS1
mitochondria and respiration	YPL072W	UBP16
mitochondria and respiration	YPL078C_DAMP	ATP4
mitochondria and respiration	YPL091W	GLR1
mitochondria and respiration	YPL096W	PNG1
mitochondria and respiration	YPL098C	MGR2
mitochondria and respiration	YPL099C	INA17
mitochondria and respiration	YPL100W	ATG21
mitochondria and respiration	YPL103C	FMP30
mitochondria and respiration	YPL104W	MSD1
mitochondria and respiration	YPL105C	SYH1
mitochondria and respiration	YPL107W	YPL107W
mitochondria and respiration	YPL109C	YPL109C
mitochondria and respiration	YPL134C	ODC1
mitochondria and respiration	YPL135W	ISU1
mitochondria and respiration	YPL137C	GIP3
mitochondria and respiration	YPL148C	PPT2
mitochondria and respiration	YPL149W	ATG5
mitochondria and respiration	YPL154C	PEP4
mitochondria and respiration	YPL155C	KIP2
mitochondria and respiration	YPL159C	PET20
mitochondria and respiration	YPL166W	ATG29
mitochondria and respiration	YPL167C	REV3
mitochondria and respiration	YPL168W	MRX4
mitochondria and respiration	YPL172C	COX10
mitochondria and respiration	YPL183W-A	RTC6
mitochondria and respiration	YPL186C	UIP4
mitochondria and respiration	YPL196W	OXR1
mitochondria and respiration	YPL202C	AFT2
mitochondria and respiration	YPL206C	PGC1
mitochondria and respiration	YPL217C_TSQ678	BMS1
mitochondria and respiration	YPL222W	FMP40
mitochondria and respiration	YPL224C	MMT2
mitochondria and respiration	YPL226W	NEW1
mitochondria and respiration	YPL231W_DAMP	FAS2
mitochondria and respiration	YPL240C	HSP82
mitochondria and respiration	YPL250C	ICY2
mitochondria and respiration	YPL262W	FUM1
mitochondria and respiration	YPL270W	MDL2
mitochondria and respiration	YPR001W	CIT3
mitochondria and respiration	YPR002W	PDH1
mitochondria and respiration	YPR004C	AIM45
mitochondria and respiration	YPR006C	ICL2
mitochondria and respiration	YPR011C	YPR011C
mitochondria and respiration	YPR020W	ATP20
mitochondria and respiration	YPR021C	AGC1
mitochondria and respiration	YPR024W	YME1
mitochondria and respiration	YPR049C	ATG11
mitochondria and respiration	YPR054W	SMK1
mitochondria and respiration	YPR058W	YMC1
mitochondria and respiration	YPR061C	JID1
mitochondria and respiration	YPR080W	TEF1
mitochondria and respiration	YPR083W	MDM36
mitochondria and respiration	YPR095C	SYT1
mitochondria and respiration	YPR097W	YPR097W
mitochondria and respiration	YPR098C	YPR098C
mitochondria and respiration	YPR125W	YLH47
mitochondria and respiration	YPR134W	MSS18
mitochondria and respiration	YPR140W	TAZ1
mitochondria and respiration	YPR149W	NCE102
mitochondria and respiration	YPR151C	SUE1
mitochondria and respiration	YPR155C	NCA2
mitochondria and respiration	YPR184W	GDB1
mitochondria and respiration	YPR185W	ATG13
mitochondria and respiration	YPR191W	QCR2
chromatin	1_YDR113C	PDS1
chromatin	1_YPR119W	CLB2
chromatin	2_YDR113C	PDS1
chromatin	2_YPR119W	CLB2
chromatin	3_YDR113C	PDS1
chromatin	4_YDR113C	PDS1
chromatin	YAL011W	SWC3
chromatin	YAL013W	DEP1
chromatin	YAL019W	FUN30
chromatin	YAL024C	LTE1
chromatin	YAL031C	GIP4
chromatin	YAL034W-A_TSQ235	MTW1
chromatin	YAL051W	OAF1
chromatin	YAL054C	ACS1
chromatin	YAR002W	NUP60
chromatin	YAR003W	SWD1
chromatin	YAR018C	KIN3
chromatin	YBL003C	HTA2
chromatin	YBL008W	HIR1
chromatin	YBL023C_TSQ111	MCM2
chromatin	YBL031W	SHE1
chromatin	YBL032W	HEK2
chromatin	YBL035C_TSQ365	POL12
chromatin	YBL052C	SAS3
chromatin	YBL058W	SHP1
chromatin	YBL063W	KIP1
chromatin	YBL079W	NUP170
chromatin	YBL088C	TEL1
chromatin	YBR009C	HHF1
chromatin	YBR010W	HHT1
chromatin	YBR060C_TSQ295	ORC2
chromatin	YBR060C_TSQ309	ORC2
chromatin	YBR060C_TSQ311	ORC2
chromatin	YBR060C_TSQ331	ORC2
chromatin	YBR073W	RDH54
chromatin	YBR087W_TSQ887	RFC5
chromatin	YBR095C	RXT2
chromatin	YBR098W	MMS4
chromatin	YBR103W	SIF2
chromatin	YBR107C	IML3
chromatin	YBR111W-A	SUS1
chromatin	YBR112C	CYC8
chromatin	YBR112C_DAMP	CYC8
chromatin	YBR135W_DAmP	CKS1
chromatin	YBR160W	CDC28
chromatin	YBR160W_TSQ175	CDC28
chromatin	YBR175W	SWD3
chromatin	YBR195C	MSI1
chromatin	YBR198C_TSQ509	TAF5
chromatin	YBR198C_TSQ512	TAF5
chromatin	YBR211C_TSQ716	AME1
chromatin	YBR215W	HPC2
chromatin	YBR231C	SWC5
chromatin	YBR233W	PBP2
chromatin	YBR245C	ISW1
chromatin	YBR258C	SHG1
chromatin	YBR275C	RIF1
chromatin	YBR278W	DPB3
chromatin	YBR289W	SNF5
chromatin	YCL010C	SGF29
chromatin	YCL011C	GBP2
chromatin	YCL016C	DCC1
chromatin	YCL029C	BIK1
chromatin	YCL061C	MRC1
chromatin	YCR033W	SNT1
chromatin	YCR077C	PAT1
chromatin	YCR082W	AHC2
chromatin	YCR086W	CSM1
chromatin	YDL002C	NHP10
chromatin	YDL003W_TSQ62	MCD1
chromatin	YDL013W	SLX5
chromatin	YDL017W_TSQ131	CDC7
chromatin	YDL017W_TSQ880	CDC7
chromatin	YDL028C_TSQ166	MPS1
chromatin	YDL028C_TSQ169	MPS1
chromatin	YDL059C	RAD59
chromatin	YDL070W	BDF2
chromatin	YDL074C	BRE1
chromatin	YDL091C	UBX3
chromatin	YDL106C	PHO2
chromatin	YDL126C_TSQ208	CDC48
chromatin	YDL126C_TSQ209	CDC48
chromatin	YDL134C	PPH21
chromatin	YDL182W	LYS20
chromatin	YDL188C	PPH22
chromatin	YDL197C	ASF2
chromatin	YDR004W	RAD57
chromatin	YDR005C	MAF1
chromatin	YDR014W	RAD61
chromatin	YDR026C	NSI1
chromatin	YDR071C	PAA1
chromatin	YDR096W	GIS1
chromatin	YDR098C	GRX3
chromatin	YDR110W	FOB1
chromatin	YDR113C_TSQ862	PDS1
chromatin	YDR121W	DPB4
chromatin	YDR130C	FIN1
chromatin	YDR145W_TSQ515	TAF12
chromatin	YDR155C	CPR1
chromatin	YDR180W_TSQ69	SCC2
chromatin	YDR181C	SAS4
chromatin	YDR190C_DAMP	RVB1
chromatin	YDR191W	HST4
chromatin	YDR207C	UME6
chromatin	YDR216W	ADR1
chromatin	YDR217C	RAD9
chromatin	YDR225W	HTA1
chromatin	YDR254W	CHL4
chromatin	YDR260C	SWM1
chromatin	YDR266C	HEL2
chromatin	YDR285W	ZIP1
chromatin	YDR310C	SUM1
chromatin	YDR318W	MCM21
chromatin	YDR334W	SWR1
chromatin	YDR359C	EAF1
chromatin	YDR363W	ESC2
chromatin	YDR363W-A	SEM1
chromatin	YDR369C	XRS2
chromatin	YDR386W	MUS81
chromatin	YDR392W	SPT3
chromatin	YDR409W	SIZ1
chromatin	YDR419W	RAD30
chromatin	YDR439W	LRS4
chromatin	YDR440W	DOT1
chromatin	YDR448W	ADA2
chromatin	YDR469W	SDC1
chromatin	YDR485C	VPS72
chromatin	YDR501W	PLM2
chromatin	YEL056W	HAT2
chromatin	YEL061C	CIN8
chromatin	YER016W	BIM1
chromatin	YER030W	CHZ1
chromatin	YER051W	JHD1
chromatin	YER063W	THO1
chromatin	YER088C	DOT6
chromatin	YER092W	IES5
chromatin	YER095W	RAD51
chromatin	YER106W	MAM1
chromatin	YER116C	SLX8
chromatin	YER120W	SCS2
chromatin	YER125W_DAmP	RSP5
chromatin	YER125W_TSQ465	RSP5
chromatin	YER133W_DAMP	GLC7
chromatin	YER161C	SPT2
chromatin	YER164W	CHD1
chromatin	YER174C	GRX4
chromatin	YER177W	BMH1
chromatin	YER179W	DMC1
chromatin	YFL008W_TSQ321	SMC1
chromatin	YFL008W_TSQ71	SMC1
chromatin	YFL013C	IES1
chromatin	YFL039C_TSQ140	ACT1
chromatin	YFL039C_TSQ142	ACT1
chromatin	YFL039C_TSQ218	ACT1
chromatin	YFL039C_TSQ223	ACT1
chromatin	YFL039C_TSQ64	ACT1
chromatin	YFL039C_TSQ77	ACT1
chromatin	YFR003C_DAMP	YPI1
chromatin	YFR013W	IOC3
chromatin	YFR028C_TSQ416	CDC14
chromatin	YFR034C	PHO4
chromatin	YFR036W_TSQ91	CDC26
chromatin	YFR046C	CNN1
chromatin	YGL003C	CDH1
chromatin	YGL014W	PUF4
chromatin	YGL037C	PNC1
chromatin	YGL058W	RAD6
chromatin	YGL061C_TSQ239	DUO1
chromatin	YGL066W	SGF73
chromatin	YGL071W	AFT1
chromatin	YGL086W	MAD1
chromatin	YGL090W	LIF1
chromatin	YGL096W	TOS8
chromatin	YGL112C_TSQ608	TAF6
chromatin	YGL116W_TSQ368	CDC20
chromatin	YGL127C	SOH1
chromatin	YGL131C	SNT2
chromatin	YGL133W	ITC1
chromatin	YGL150C_DAMP	INO80
chromatin	YGL163C	RAD54
chromatin	YGL173C	XRN1
chromatin	YGL175C	SAE2
chromatin	YGL190C	CDC55
chromatin	YGL194C	HOS2
chromatin	YGL216W	KIP3
chromatin	YGL244W	RTF1
chromatin	YGL249W	ZIP2
chromatin	YGL251C	HFM1
chromatin	YGL252C	RTG2
chromatin	YGR042W	YGR042W
chromatin	YGR099W_TSQ604	TEL2
chromatin	YGR113W_TSQ243	DAM1
chromatin	YGR140W_TSQ133	CBF2
chromatin	YGR188C	BUB1
chromatin	YGR225W	AMA1
chromatin	YGR252W	GCN5
chromatin	YGR262C	BUD32
chromatin	YGR270W	YTA7
chromatin	YGR274C_TSQ524	TAF1
chromatin	YGR275W	RTT102
chromatin	YHL022C	SPO11
chromatin	YHL025W	SNF6
chromatin	YHR013C	ARD1
chromatin	YHR014W	SPO13
chromatin	YHR061C	GIC1
chromatin	YHR115C	DMA1
chromatin	YHR127W	YHR127W
chromatin	YHR129C	ARP1
chromatin	YHR153C	SPO16
chromatin	YHR167W	THP2
chromatin	YHR191C	CTF8
chromatin	YHR207C	SET5
chromatin	YIL009C-A	EST3
chromatin	YIL072W	HOP1
chromatin	YIL073C	SPO22
chromatin	YIL076W	SEC28
chromatin	YIL084C	SDS3
chromatin	YIL101C	XBP1
chromatin	YIL112W	HOS4
chromatin	YIL131C	FKH1
chromatin	YIL132C	CSM2
chromatin	YIL150C_TSQ110	MCM10
chromatin	YIR010W_TSQ435	DSN1
chromatin	YIR010W_TSQ436	DSN1
chromatin	YIR018W	YAP5
chromatin	YIR025W	MND2
chromatin	YIR033W	MGA2
chromatin	YJL013C	MAD3
chromatin	YJL030W	MAD2
chromatin	YJL065C	DLS1
chromatin	YJL074C_TSQ259	SMC3
chromatin	YJL074C_TSQ63	SMC3
chromatin	YJL115W	ASF1
chromatin	YJL124C	LSM1
chromatin	YJL168C	SET2
chromatin	YJL176C	SWI3
chromatin	YJL194W_TSQ35	CDC6
chromatin	YJR009C	TDH2
chromatin	YJR035W	RAD26
chromatin	YJR053W	BFA1
chromatin	YJR060W	CBF1
chromatin	YJR082C	EAF6
chromatin	YJR119C	JHD2
chromatin	YJR135C	MCM22
chromatin	YJR140C	HIR3
chromatin	YKL005C	BYE1
chromatin	YKL020C	SPT23
chromatin	YKL049C_DAMP	CSE4
chromatin	YKL057C	NUP120
chromatin	YKL062W	MSN4
chromatin	YKL092C	BUD2
chromatin	YKL110C	KTI12
chromatin	YKL117W	SBA1
chromatin	YKL160W	ELF1
chromatin	YKL193C_DAmP	SDS22
chromatin	YKL193C_TSQ572	SDS22
chromatin	YKR008W_TSQ498	RSC4
chromatin	YKR010C	TOF2
chromatin	YKR017C	HEL1
chromatin	YKR019C	IRS4
chromatin	YKR029C	SET3
chromatin	YKR038C_DAMP	KAE1
chromatin	YKR042W	UTH1
chromatin	YKR048C	NAP1
chromatin	YKR054C	DYN1
chromatin	YKR082W	NUP133
chromatin	YKR088C	TVP38
chromatin	YKR095W	MLP1
chromatin	YLL002W	RTT109
chromatin	YLL004W_TSQ351	ORC3
chromatin	YLR002C_DAMP	NOC3
chromatin	YLR015W	BRE2
chromatin	YLR052W	IES3
chromatin	YLR055C	SPT8
chromatin	YLR085C	ARP6
chromatin	YLR095C	IOC2
chromatin	YLR102C	APC9
chromatin	YLR103C_TSQ694	CDC45
chromatin	YLR113W	HOG1
chromatin	YLR150W	STM1
chromatin	YLR153C_DAMP	ACS2
chromatin	YLR183C	TOS4
chromatin	YLR233C	EST1
chromatin	YLR263W	RED1
chromatin	YLR272C_TSQ432	YCS4
chromatin	YLR285W	NNT1
chromatin	YLR288C	MEC3
chromatin	YLR315W	NKP2
chromatin	YLR319C	BUD6
chromatin	YLR320W	MMS22
chromatin	YLR321C_TSQ955	SFH1
chromatin	YLR335W	NUP2
chromatin	YLR357W	RSC2
chromatin	YLR357W_DAMP	RSC2
chromatin	YLR381W	CTF3
chromatin	YLR383W_TSQ747	SMC6
chromatin	YLR385C	SWC7
chromatin	YLR394W	CST9
chromatin	YLR418C	CDC73
chromatin	YLR449W	FPR4
chromatin	YLR453C	RIF2
chromatin	YLR455W	PDP3
chromatin	YML032C	RAD52
chromatin	YML034W	SRC1
chromatin	YML041C	VPS71
chromatin	YML060W	OGG1
chromatin	YML069W_TSQ846	POB3
chromatin	YML074C	FPR3
chromatin	YML102W	CAC2
chromatin	YML109W	ZDS2
chromatin	YML121W	GTR1
chromatin	YML124C	TUB3
chromatin	YMR022W	UBC7
chromatin	YMR033W_TSQ495	ARP9
chromatin	YMR037C	MSN2
chromatin	YMR039C	SUB1
chromatin	YMR044W	IOC4
chromatin	YMR048W	CSM3
chromatin	YMR055C	BUB2
chromatin	YMR069W	NAT4
chromatin	YMR075W	RCO1
chromatin	YMR078C	CTF18
chromatin	YMR080C	NAM7
chromatin	YMR106C	YKU80
chromatin	YMR117C_TSQ303	SPC24
chromatin	YMR127C	SAS2
chromatin	YMR179W	SPT21
chromatin	YMR186W	HSC82
chromatin	YMR190C	SGS1
chromatin	YMR198W	CIK1
chromatin	YMR219W	ESC1
chromatin	YMR223W	UBP8
chromatin	YMR235C_TSQ172	RNA1
chromatin	YMR236W_TSQ730	TAF9
chromatin	YMR247C	RKR1
chromatin	YMR263W	SAP30
chromatin	YMR273C	ZDS1
chromatin	YMR284W	YKU70
chromatin	YMR307W	GAS1
chromatin	YMR311C	GLC8
chromatin	YNL021W	HDA1
chromatin	YNL030W	HHF2
chromatin	YNL031C	HHT2
chromatin	YNL068C	FKH2
chromatin	YNL097C	PHO23
chromatin	YNL107W	YAF9
chromatin	YNL116W	DMA2
chromatin	YNL118C_TSQ743	DCP2
chromatin	YNL135C	FPR1
chromatin	YNL136W	EAF7
chromatin	YNL206C	RTT106
chromatin	YNL216W_DAMP	RAP1
chromatin	YNL246W	VPS75
chromatin	YNL250W	RAD50
chromatin	YNL273W	TOF1
chromatin	YNL290W_DAMP	RFC3
chromatin	YNL307C	MCK1
chromatin	YNL330C	RPD3
chromatin	YOL004W	SIN3
chromatin	YOL006C	TOP1
chromatin	YOL012C	HTZ1
chromatin	YOL017W	ESC8
chromatin	YOL068C	HST1
chromatin	YOL090W	MSH2
chromatin	YOL104C	NDJ1
chromatin	YOR014W	RTS1
chromatin	YOR023C	AHC1
chromatin	YOR025W	HST3
chromatin	YOR026W	BUB3
chromatin	YOR033C	EXO1
chromatin	YOR038C	HIR2
chromatin	YOR058C	ASE1
chromatin	YOR064C	YNG1
chromatin	YOR080W	DIA2
chromatin	YOR123C	LEO1
chromatin	YOR141C	ARP8
chromatin	YOR144C	ELG1
chromatin	YOR156C	NFI1
chromatin	YOR178C	GAC1
chromatin	YOR189W	IES4
chromatin	YOR191W	ULS1
chromatin	YOR195W	SLK19
chromatin	YOR209C	NPT1
chromatin	YOR213C	SAS5
chromatin	YOR229W	WTM2
chromatin	YOR230W	WTM1
chromatin	YOR233W	KIN4
chromatin	YOR244W_TSQ560	ESA1
chromatin	YOR249C_TSQ746	APC5
chromatin	YOR250C_DAMP	CLP1
chromatin	YOR274W	MOD5
chromatin	YOR290C_DAMP	SNF2
chromatin	YOR304W	ISW2
chromatin	YPL001W	HAT1
chromatin	YPL008W	CHL1
chromatin	YPL015C	HST2
chromatin	YPL017C	IRC15
chromatin	YPL018W	CTF19
chromatin	YPL047W	SGF11
chromatin	YPL055C	LGE1
chromatin	YPL116W	HOS3
chromatin	YPL127C	HHO1
chromatin	YPL137C	GIP3
chromatin	YPL138C	SPP1
chromatin	YPL139C	UME1
chromatin	YPL157W	TGS1
chromatin	YPL181W	CTI6
chromatin	YPL184C	MRN1
chromatin	YPL200W	CSM4
chromatin	YPL204W_DAMP	HRR25
chromatin	YPL233W_TSQ450	NSL1
chromatin	YPL235W_DAMP	RVB2
chromatin	YPL240C	HSP82
chromatin	YPL253C	VIK1
chromatin	YPL269W	KAR9
chromatin	YPR007C	REC8
chromatin	YPR018W	RLF2
chromatin	YPR023C	EAF3
chromatin	YPR031W	NTO1
chromatin	YPR046W	MCM16
chromatin	YPR052C	NHP6A
chromatin	YPR068C	HOS1
chromatin	YPR135W	CTF4
chromatin	YPR141C	KAR3
chromatin	YPR179C	HDA3
chromatin	YPR193C	HPA2
cytoskeleton and microtubules	1_YDL155W	CLB3
cytoskeleton and microtubules	1_YDR113C	PDS1
cytoskeleton and microtubules	1_YGR108W	CLB1
cytoskeleton and microtubules	1_YPR119W	CLB2
cytoskeleton and microtubules	1_YPR120C	CLB5
cytoskeleton and microtubules	2_YDL155W	CLB3
cytoskeleton and microtubules	2_YDR113C	PDS1
cytoskeleton and microtubules	2_YGR108W	CLB1
cytoskeleton and microtubules	2_YPR119W	CLB2
cytoskeleton and microtubules	2_YPR120C	CLB5
cytoskeleton and microtubules	3_YDR113C	PDS1
cytoskeleton and microtubules	4_YDR113C	PDS1
cytoskeleton and microtubules	YAL020C	ATS1
cytoskeleton and microtubules	YAL024C	LTE1
cytoskeleton and microtubules	YAL029C	MYO4
cytoskeleton and microtubules	YAL031C	GIP4
cytoskeleton and microtubules	YAL034W-A_TSQ235	MTW1
cytoskeleton and microtubules	YAL041W_TSQ148	CDC24
cytoskeleton and microtubules	YAL041W_TSQ149	CDC24
cytoskeleton and microtubules	YAL041W_TSQ412	CDC24
cytoskeleton and microtubules	YAR014C	BUD14
cytoskeleton and microtubules	YAR018C	KIN3
cytoskeleton and microtubules	YBL007C	SLA1
cytoskeleton and microtubules	YBL031W	SHE1
cytoskeleton and microtubules	YBL034C_TSQ274	STU1
cytoskeleton and microtubules	YBL034C_TSQ822	STU1
cytoskeleton and microtubules	YBL047C	EDE1
cytoskeleton and microtubules	YBL058W	SHP1
cytoskeleton and microtubules	YBL061C	SKT5
cytoskeleton and microtubules	YBL063W	KIP1
cytoskeleton and microtubules	YBL079W	NUP170
cytoskeleton and microtubules	YBL105C_TSQ535	PKC1
cytoskeleton and microtubules	YBL105C_TSQ539	PKC1
cytoskeleton and microtubules	YBR059C	AKL1
cytoskeleton and microtubules	YBR073W	RDH54
cytoskeleton and microtubules	YBR087W_TSQ887	RFC5
cytoskeleton and microtubules	YBR098W	MMS4
cytoskeleton and microtubules	YBR107C	IML3
cytoskeleton and microtubules	YBR108W	AIM3
cytoskeleton and microtubules	YBR109C_TSQ157	CMD1
cytoskeleton and microtubules	YBR148W	YSW1
cytoskeleton and microtubules	YBR160W	CDC28
cytoskeleton and microtubules	YBR160W_TSQ175	CDC28
cytoskeleton and microtubules	YBR210W	ERV15
cytoskeleton and microtubules	YBR211C_TSQ716	AME1
cytoskeleton and microtubules	YBR245C	ISW1
cytoskeleton and microtubules	YBR260C	RGD1
cytoskeleton and microtubules	YCL014W	BUD3
cytoskeleton and microtubules	YCL016C	DCC1
cytoskeleton and microtubules	YCL024W	KCC4
cytoskeleton and microtubules	YCL029C	BIK1
cytoskeleton and microtubules	YCL034W	LSB5
cytoskeleton and microtubules	YCL061C	MRC1
cytoskeleton and microtubules	YCR002C_TSQ84	CDC10
cytoskeleton and microtubules	YCR009C	RVS161
cytoskeleton and microtubules	YCR030C	SYP1
cytoskeleton and microtubules	YCR059C	YIH1
cytoskeleton and microtubules	YCR063W	BUD31
cytoskeleton and microtubules	YCR065W	HCM1
cytoskeleton and microtubules	YCR077C	PAT1
cytoskeleton and microtubules	YCR086W	CSM1
cytoskeleton and microtubules	YCR088W	ABP1
cytoskeleton and microtubules	YDL003W_TSQ62	MCD1
cytoskeleton and microtubules	YDL028C_TSQ166	MPS1
cytoskeleton and microtubules	YDL028C_TSQ169	MPS1
cytoskeleton and microtubules	YDL029W_TSQ886	ARP2
cytoskeleton and microtubules	YDL117W	CYK3
cytoskeleton and microtubules	YDL126C_TSQ208	CDC48
cytoskeleton and microtubules	YDL126C_TSQ209	CDC48
cytoskeleton and microtubules	YDL127W	PCL2
cytoskeleton and microtubules	YDL134C	PPH21
cytoskeleton and microtubules	YDL135C	RDI1
cytoskeleton and microtubules	YDL146W	LDB17
cytoskeleton and microtubules	YDL161W	ENT1
cytoskeleton and microtubules	YDL178W	DLD2
cytoskeleton and microtubules	YDL188C	PPH22
cytoskeleton and microtubules	YDL225W	SHS1
cytoskeleton and microtubules	YDL226C	GCS1
cytoskeleton and microtubules	YDL239C	ADY3
cytoskeleton and microtubules	YDR014W	RAD61
cytoskeleton and microtubules	YDR063W	AIM7
cytoskeleton and microtubules	YDR098C	GRX3
cytoskeleton and microtubules	YDR110W	FOB1
cytoskeleton and microtubules	YDR113C_TSQ862	PDS1
cytoskeleton and microtubules	YDR126W	SWF1
cytoskeleton and microtubules	YDR130C	FIN1
cytoskeleton and microtubules	YDR150W	NUM1
cytoskeleton and microtubules	YDR168W_TSQ315	CDC37
cytoskeleton and microtubules	YDR168W_TSQ317	CDC37
cytoskeleton and microtubules	YDR171W	HSP42
cytoskeleton and microtubules	YDR180W_TSQ69	SCC2
cytoskeleton and microtubules	YDR184C	ATC1
cytoskeleton and microtubules	YDR218C	SPR28
cytoskeleton and microtubules	YDR245W	MNN10
cytoskeleton and microtubules	YDR254W	CHL4
cytoskeleton and microtubules	YDR260C	SWM1
cytoskeleton and microtubules	YDR285W	ZIP1
cytoskeleton and microtubules	YDR309C	GIC2
cytoskeleton and microtubules	YDR318W	MCM21
cytoskeleton and microtubules	YDR363W	ESC2
cytoskeleton and microtubules	YDR379W	RGA2
cytoskeleton and microtubules	YDR386W	MUS81
cytoskeleton and microtubules	YDR388W	RVS167
cytoskeleton and microtubules	YDR388W_DAMP	RVS167
cytoskeleton and microtubules	YDR389W	SAC7
cytoskeleton and microtubules	YDR409W	SIZ1
cytoskeleton and microtubules	YDR419W	RAD30
cytoskeleton and microtubules	YDR420W	HKR1
cytoskeleton and microtubules	YDR424C	DYN2
cytoskeleton and microtubules	YDR439W	LRS4
cytoskeleton and microtubules	YDR488C	PAC11
cytoskeleton and microtubules	YDR507C	GIN4
cytoskeleton and microtubules	YDR510W_DAMP	SMT3
cytoskeleton and microtubules	YDR532C	KRE28
cytoskeleton and microtubules	YEL003W	GIM4
cytoskeleton and microtubules	YEL003W_DAMP	GIM4
cytoskeleton and microtubules	YEL022W	GEA2
cytoskeleton and microtubules	YEL040W	UTR2
cytoskeleton and microtubules	YEL061C	CIN8
cytoskeleton and microtubules	YER016W	BIM1
cytoskeleton and microtubules	YER093C_TSQ658	TSC11
cytoskeleton and microtubules	YER106W	MAM1
cytoskeleton and microtubules	YER125W_DAmP	RSP5
cytoskeleton and microtubules	YER125W_TSQ465	RSP5
cytoskeleton and microtubules	YER133W_DAMP	GLC7
cytoskeleton and microtubules	YER149C	PEA2
cytoskeleton and microtubules	YER155C	BEM2
